"","Order","Family","Genus","Species","Status","Country","State","Period","Epoch","Pct_age_range_in_Epoch","Min.age","Max.age","Collection.number","Collection.authorizer","Reference","Note"
"1976","Cingulata","Dasypodidae","Macrochorobates",NA,"extinct","Argentina","Salta","Neogene","Miocene",100,7.246,11.608,197784,"P. Mannion",NA,NA
"1977","Cingulata","Dasypodidae","Macroeuphractus","australis","extinct","Argentina","Buenos Aires","Neogene","Miocene",52.39,4,6.8,13503,"J. Alroy",NA,NA
"1978","Cingulata","Dasypodidae","Macroeuphractus","moreni","extinct","Bolivia","La Paz","Neogene","Pliocene",100,3.6,5.332,70642,"D. Croft",NA,NA
"1979","Cingulata","Dasypodidae","Macroeuphractus","moreni","extinct","Argentina","Buenos Aires","Neogene","Miocene",100,6.8,9,61299,"D. Croft","https://www.mindat.org/taxon-4830129.html",NA
"1980","Cingulata","Dasypodidae","Macroeuphractus","moreni","extinct","Argentina","Buenos Aires","Neogene","Miocene",100,6.8,9,152069,"C. Jaramillo","https://www.mindat.org/taxon-4830129.html",NA
"1981","Cingulata","Dasypodidae","Macroeuphractus","moreni","extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,87198,"J. Alroy","https://www.mindat.org/taxon-4830129.html",NA
"1982","Cingulata","Dasypodidae","Macroeuphractus","moreni","extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,151498,"C. Jaramillo","https://www.mindat.org/taxon-4830129.html",NA
"1983","Cingulata","Dasypodidae","Macroeuphractus","moreni","extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,151499,"C. Jaramillo","https://www.mindat.org/taxon-4830129.html",NA
"1984","Cingulata","Dasypodidae","Macroeuphractus","moreni","extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,151500,"C. Jaramillo","https://www.mindat.org/taxon-4830129.html",NA
"1985","Cingulata","Dasypodidae","Macroeuphractus","moreni","extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,152061,"C. Jaramillo","https://www.mindat.org/taxon-4830129.html",NA
"1986","Cingulata","Dasypodidae","Macroeuphractus","moreni","extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,152067,"C. Jaramillo","https://www.mindat.org/taxon-4830129.html",NA
"1987","Cingulata","Dasypodidae","Macroeuphractus","moreni","extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,204359,"P. Mannion","https://www.mindat.org/taxon-4830129.html",NA
"1988","Cingulata","Dasypodidae","Macroeuphractus","moreni","extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,204361,"P. Mannion","https://www.mindat.org/taxon-4830129.html",NA
"1989","Cingulata","Dasypodidae","Macroeuphractus","moreni","extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,204362,"P. Mannion","https://www.mindat.org/taxon-4830129.html",NA
"1990","Cingulata","Dasypodidae","Macroeuphractus","moreni","extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,204363,"P. Mannion","https://www.mindat.org/taxon-4830129.html",NA
"1991","Cingulata","Dasypodidae","Macroeuphractus","moreni","extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,204598,"P. Mannion","https://www.mindat.org/taxon-4830129.html",NA
"1992","Cingulata","Dasypodidae","Macroeuphractus","moreni","extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,206260,"P. Mannion","https://www.mindat.org/taxon-4830129.html",NA
"1993","Cingulata","Dasypodidae","Macroeuphractus","moreni","extinct","Bolivia","La Paz","Neogene","Miocene",52.39,4,6.8,142380,"C. Jaramillo",NA,NA
"1994","Cingulata","Dasypodidae","Macroeuphractus","outesi","extinct","Argentina","Córdoba","Neogene","Pliocene",100,2.588,5.332,202212,"P. Mannion","https://www.jstor.org/stable/4096878",NA
"1995","Cingulata","Dasypodidae","Macroeuphractus","retusus","extinct","Argentina","Buenos Aires","Neogene","Miocene",52.39,4,6.8,198863,"P. Mannion",NA,NA
"1996","Cingulata","Dasypodidae","Macroeuphractus","retusus","extinct","Argentina","Entre Rios","Neogene","Miocene",100,6.8,9,55600,"M. Uhen",NA,NA
"1997","Cingulata","Dasypodidae","Macroeuphractus","retusus","extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,87198,"J. Alroy",NA,NA
"1998","Cingulata","Dasypodidae","Macroeuphractus","retusus","extinct","Argentina","San Luis","Neogene","Pliocene",100,2.588,5.332,152073,"C. Jaramillo",NA,NA
"1999","Cingulata","Dasypodidae","Macroeuphractus","scalabrini","extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,152061,"C. Jaramillo",NA,NA
"2000","Cingulata","Dasypodidae","Macroeuphractus",NA,"extinct","Argentina","Buenos Aires","Neogene","Miocene",100,6.8,9,152069,"C. Jaramillo",NA,NA
"2001","Cingulata","Dasypodidae","Macroeuphractus",NA,"extinct","Argentina","Buenos Aires","Neogene","Pliocene",100,3,4,199154,"P. Mannion",NA,NA
"2002","Cingulata","Dasypodidae","Macroeuphractus",NA,"extinct","Argentina","Buenos Aires","Neogene","Pliocene",100,3,4,199156,"P. Mannion",NA,NA
"2003","Cingulata","Dasypodidae","Macroeuphractus",NA,"extinct","Argentina","Catamarca","Neogene","Pliocene",100,5.25,5.25,198551,"P. Mannion",NA,NA
"2004","Cingulata","Dasypodidae","Macroeuphractus",NA,"extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,204359,"P. Mannion",NA,NA
"2005","Cingulata","Dasypodidae","Macroeuphractus",NA,"extinct","Bolivia","La Paz","Neogene","Pliocene",100,3.6,5.332,70641,"D. Croft",NA,NA
"2006","Cingulata","Dasypodidae","Mazzoniphractus","ingens","extinct","Argentina","Chubut","Paleogene","Eocene",100,33.9,40.4,176189,"J. Zijlstra",NA,NA
"2007","Cingulata","Dasypodidae","Mazzoniphractus","ingens","extinct","Argentina","Chubut","Paleogene","Eocene",100,33.9,37.2,176194,"J. Zijlstra",NA,NA
"2008","Cingulata","Dasypodidae","Meteutatus","lagenaformis","extinct","Argentina","Chubut",NA,"Oligocene",74.62,21,29,14211,"J. Alroy",NA,NA
"2009","Cingulata","Dasypodidae","Meteutatus","lagenaformis","extinct","Argentina","Chubut","Paleogene","Oligocene",100,28.4,33.9,38653,"D. Croft",NA,NA
"2010","Cingulata","Dasypodidae","Meteutatus","lagenaformis","extinct","Argentina","Chubut","Paleogene","Oligocene",100,28.4,33.9,38875,"D. Croft",NA,NA
"2011","Cingulata","Dasypodidae","Meteutatus","lagenaformis","extinct","Argentina","Chubut",NA,"Oligocene",74.62,21,29,49783,"J. Alroy",NA,NA
"2012","Cingulata","Dasypodidae","Meteutatus","lagenaformis","extinct","Argentina","Chubut",NA,"Oligocene",74.62,21,29,146358,"C. Jaramillo",NA,NA
"2013","Cingulata","Dasypodidae","Meteutatus","lagenaformis","extinct","Argentina","Chubut","Paleogene","Oligocene",100,23.03,33.9,176201,"J. Zijlstra",NA,NA
"2014","Cingulata","Dasypodidae","Meteutatus","lagenaformis","extinct","Argentina","Chubut",NA,"Oligocene",74.62,21,29,176465,"J. Zijlstra",NA,NA
"2015","Cingulata","Dasypodidae","Meteutatus","lagenaformis","extinct","Argentina","Mendoza",NA,"Oligocene",74.62,21,29,176466,"J. Zijlstra",NA,NA
"2016","Cingulata","Dasypodidae","Meteutatus","lagenaformis","extinct","Argentina","Santa Cruz",NA,"Oligocene",74.62,21,29,50074,"J. Alroy",NA,NA
"2017","Cingulata","Dasypodidae","Meteutatus","lagenaformis","extinct","Argentina","Santa Cruz",NA,"Oligocene",74.62,21,29,176269,"J. Zijlstra",NA,NA
"2018","Cingulata","Dasypodidae","Meteutatus","percarinatus","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,13779,"J. Alroy",NA,NA
"2019","Cingulata","Dasypodidae","Meteutatus","percarinatus","extinct","Argentina","Chubut","Paleogene","Oligocene",100,28.4,33.9,186572,"P. Mannion",NA,NA
"2020","Cingulata","Dasypodidae","Meteutatus",NA,"extinct","Argentina","Chubut","Paleogene","Oligocene",100,28.4,33.9,176200,"J. Zijlstra",NA,NA
"2021","Cingulata","Dasypodidae","Meteutatus",NA,"extinct","Brazil","Paraná","Paleogene","Eocene",100,37.2,48.6,186567,"P. Mannion",NA,NA
"2022","Cingulata","Dasypodidae","Nanoastegotherium","prostatum","extinct","Colombia","Huila Department","Neogene","Miocene",99.99,5.332,23.03,12972,"J. Alroy",NA,NA
"2023","Cingulata","Dasypodidae","Nanoastegotherium","prostatum","extinct","Colombia",NA,"Neogene","Miocene",100,15.5,16.3,13650,"J. Alroy",NA,NA
"2024","Cingulata","Dasypodidae","Nanoastegotherium","prostatum","extinct","Colombia",NA,"Neogene","Miocene",100,15.5,16.3,13653,"J. Alroy",NA,NA
"2025","Cingulata","Dasypodidae","Neophractus","martae","extinct","Argentina","Catamarca","Neogene","Miocene",100,6.8,9,204641,"P. Mannion","https://www.mindat.org/taxon-4830101.html",NA
"2026","Cingulata","Dasypodidae","Paleuphractus","argentinus","extinct","Argentina","Catamarca","Neogene","Miocene",100,7.7,8,198542,"P. Mannion","https://www.mindat.org/taxon-4830155.html",NA
"2027","Cingulata","Dasypodidae","Paleuphractus","argentinus","extinct","Argentina","Catamarca","Neogene","Miocene",100,6.8,9,198546,"P. Mannion","https://www.mindat.org/taxon-4830155.html",NA
"2028","Cingulata","Dasypodidae","Paleuphractus",NA,"extinct","Argentina","Buenos Aires","Neogene","Miocene",52.39,4,6.8,145757,"C. Jaramillo",NA,NA
"2029","Cingulata","Dasypodidae","Paleuphractus",NA,"extinct","Argentina","Catamarca","Neogene","Miocene",100,6.8,9,157794,"C. Jaramillo",NA,NA
"2030","Cingulata","Dasypodidae","Paleuphractus",NA,"extinct","Argentina","Catamarca","Neogene","Miocene",100,6.8,9,204641,"P. Mannion",NA,NA
"2031","Cingulata","Dasypodidae","Paleuphractus",NA,"extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,87198,"J. Alroy",NA,NA
"2032","Cingulata","Dasypodidae","Paleuphractus",NA,"extinct","Argentina","La Rioja","Neogene","Pliocene",100,4.3,4.3,152263,"C. Jaramillo",NA,NA
"2033","Cingulata","Dasypodidae","Paleuphractus",NA,"extinct","Bolivia","Chuquisaca","Neogene","Miocene",99.98,5.332,11.608,68792,"D. Croft",NA,NA
"2034","Cingulata","Dasypodidae","Paraeuphractus",NA,"extinct","Argentina","Catamarca","Neogene","Miocene",100,7.7,8,198542,"P. Mannion",NA,NA
"2035","Cingulata","Dasypodidae","Paraeuphractus",NA,"extinct","Argentina","Catamarca","Neogene","Miocene",100,7.14,8,198547,"P. Mannion",NA,NA
"2036","Cingulata","Dasypodidae","Paraeutatus","distans","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176565,"J. Zijlstra",NA,NA
"2037","Cingulata","Dasypodidae","Parastegosimpsonia","peruana","extinct","Argentina","Catamarca","Paleogene","Eocene",100,33.9,37.2,41608,"D. Croft",NA,NA
"2038","Cingulata","Dasypodidae","Parastegosimpsonia","peruana","extinct","Peru","Departamento de Ucayali","Paleogene","Eocene",100,33.9,37.2,149523,"C. Jaramillo",NA,NA
"2039","Cingulata","Dasypodidae","Parastegosimpsonia",NA,"extinct","Peru","Departamento de Ucayali","Paleogene","Eocene",100,33.9,37.2,149523,"C. Jaramillo",NA,NA
"2040","Cingulata","Dasypodidae","Parutaetus","chicoensis","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,13779,"J. Alroy",NA,NA
"2041","Cingulata","Dasypodidae","Parutaetus","chicoensis","extinct","Argentina","Chubut","Paleogene","Eocene",100,33.9,40.4,176189,"J. Zijlstra",NA,NA
"2042","Cingulata","Dasypodidae","Parutaetus","chicoensis","extinct","Argentina","Chubut","Paleogene","Eocene",100,33.9,37.2,176194,"J. Zijlstra",NA,NA
"2043","Cingulata","Dasypodidae","Parutaetus","chilensis","extinct","Argentina","Chubut","Paleogene","Oligocene",100,28.4,33.9,176200,"J. Zijlstra",NA,NA
"2044","Cingulata","Dasypodidae","Parutaetus","chilensis","extinct","Argentina","Chubut","Paleogene","Oligocene",100,23.03,33.9,176201,"J. Zijlstra",NA,NA
"2045","Cingulata","Dasypodidae","Parutaetus","chilensis","extinct","Argentina","Chubut",NA,"Oligocene",74.62,21,29,176465,"J. Zijlstra",NA,NA
"2046","Cingulata","Dasypodidae","Parutaetus","chilensis","extinct","Argentina","Chubut","Paleogene","Oligocene",100,28.4,33.9,186572,"P. Mannion",NA,NA
"2047","Cingulata","Dasypodidae","Parutaetus","chilensis","extinct","Chile",NA,"Paleogene","Oligocene",100,28.4,33.9,38072,"D. Croft",NA,NA
"2048","Cingulata","Dasypodidae","Parutaetus","clusus","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,13779,"J. Alroy",NA,NA
"2049","Cingulata","Dasypodidae","Parutaetus","punaensis","extinct","Argentina","Catamarca","Paleogene","Eocene",100,33.9,37.2,41608,"D. Croft",NA,NA
"2050","Cingulata","Dasypodidae","Parutaetus","punaensis","extinct","Argentina","Salta","Paleogene","Eocene",100,33.9,37.2,175809,"R. Butler",NA,NA
"2051","Cingulata","Dasypodidae","Parutaetus","signatus","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,13779,"J. Alroy",NA,NA
"2052","Cingulata","Dasypodidae","Parutaetus",NA,"extinct","Brazil","Paraná","Paleogene","Eocene",100,37.2,48.6,186567,"P. Mannion",NA,NA
"2053","Cingulata","Dasypodidae","Pedrolypeutes","praecursor","extinct","Colombia",NA,"Neogene","Miocene",100,11.608,15.97,13683,"J. Alroy",NA,NA
"2054","Cingulata","Dasypodidae","Pedrolypeutes","praecursor","extinct","Colombia",NA,"Neogene","Miocene",100,15.5,16.3,13684,"J. Alroy",NA,NA
"2055","Cingulata","Dasypodidae","Pedrolypeutes","praecursor","extinct","Colombia",NA,"Neogene","Miocene",100,15.5,16.3,13685,"J. Alroy",NA,NA
"2056","Cingulata","Dasypodidae","Pedrolypeutes","praecursor","extinct","Colombia",NA,"Neogene","Miocene",100,15.5,16.3,13686,"J. Alroy",NA,NA
"2057","Cingulata","Dasypodidae","Pedrolypeutes","praecursor","extinct","Colombia",NA,"Neogene","Miocene",100,15.5,16.3,13687,"J. Alroy",NA,NA
"2058","Cingulata","Dasypodidae","Pedrolypeutes","praecursor","extinct","Colombia",NA,"Neogene","Miocene",100,15.5,16.3,13739,"J. Alroy",NA,NA
"2059","Cingulata","Dasypodidae","Pliodasypus","vergelianus","extinct","Venezuela","Falcon","Quaternary","Pleistocene",99.55,0.781,2.588,122033,"C. Jaramillo",NA,NA
"2060","Cingulata","Dasypodidae","Paraeuphractus","prominens","extinct","Argentina","Catamarca","Neogene","Pliocene",61.39,3,6.8,157795,"C. Jaramillo","https://www.mindat.org/taxon-4830181.html",NA
"2061","Cingulata","Dasypodidae","Paraeuphractus","prominens","extinct","Argentina","Catamarca","Neogene","Miocene",100,7.7,8,198542,"P. Mannion",NA,NA
"2062","Cingulata","Dasypodidae","Paraeuphractus","prominens","extinct","Argentina","Catamarca","Neogene","Miocene",100,7.14,8,198547,"P. Mannion",NA,NA
"2063","Cingulata","Dasypodidae","Paraeuphractus","prominens","extinct","Argentina","Catamarca","Neogene","Miocene",100,6.9,7.14,198548,"P. Mannion",NA,NA
"2064","Cingulata","Dasypodidae","Paraeuphractus","prominens","extinct","Argentina","Catamarca","Neogene","Miocene",100,6.9,7.14,198548,"P. Mannion",NA,NA
"2065","Cingulata","Dasypodidae","Paraeuphractus","prominens","extinct","Argentina","Catamarca","Neogene","Miocene",52.39,4,6.8,198549,"P. Mannion",NA,NA
"2066","Cingulata","Dasypodidae","Paraeuphractus","prominens","extinct","Argentina","Catamarca","Neogene","Miocene",52.39,4,6.8,198549,"P. Mannion",NA,NA
"2067","Cingulata","Dasypodidae","Priodontes","maximus","extant","Brazil","Districto Agropecura","Quaternary","Holocene",97.5,0,0.012,21687,"A. Behrensmeyer",NA,NA
"2068","Cingulata","Dasypodidae","Priodontes","maximus","extant","Peru",NA,"Quaternary","Holocene",97.5,0,0.012,21689,"A. Behrensmeyer",NA,NA
"2069","Cingulata","Dasypodidae","Proeuphractus","limpidus","extinct","Argentina","Catamarca","Neogene","Miocene",100,8,8.7,198540,"P. Mannion",NA,NA
"2070","Cingulata","Dasypodidae","Proeuphractus","limpidus","extinct","Argentina","Catamarca","Neogene","Miocene",100,7.7,8,198542,"P. Mannion",NA,NA
"2071","Cingulata","Dasypodidae","Proeuphractus","limpidus","extinct","Argentina","Catamarca","Neogene","Miocene",100,7.14,7.7,198543,"P. Mannion",NA,NA
"2072","Cingulata","Dasypodidae","Proeuphractus","limpidus","extinct","Argentina","Entre Rios","Neogene","Miocene",100,6.8,9,55600,"M. Uhen",NA,NA
"2073","Cingulata","Dasypodidae","Proeuphractus","limpidus","extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,152061,"C. Jaramillo",NA,NA
"2074","Cingulata","Dasypodidae","Proeuphractus","limpidus","extinct","Argentina","La Pampa","Neogene","Miocene",100,9,10,152063,"C. Jaramillo",NA,NA
"2075","Cingulata","Dasypodidae","Proeuphractus","limpidus","extinct","Argentina","La Pampa","Neogene","Miocene",99.98,5.332,11.608,152065,"C. Jaramillo",NA,NA
"2076","Cingulata","Dasypodidae","Proeuphractus","limpidus","extinct","Argentina","La Rioja","Neogene","Miocene",100,6.8,9,55596,"D. Croft",NA,NA
"2077","Cingulata","Dasypodidae","Proeuphractus","limpidus","extinct","Uruguay","San Jose",NA,"Miocene",57.19,2.588,9,13651,"J. Alroy",NA,NA
"2078","Cingulata","Dasypodidae","Proeuphractus","recens","extinct","Argentina","Buenos Aires","Neogene","Pliocene",100,3.6,5.332,154237,"C. Boyd",NA,NA
"2079","Cingulata","Dasypodidae","Proeuphractus","recens","extinct","Argentina","Buenos Aires","Neogene","Pliocene",100,3,4,207596,"P. Mannion",NA,NA
"2080","Cingulata","Dasypodidae","Proeuphractus","recens","extinct","Argentina","Buenos Aires","Neogene","Pliocene",100,2.588,5.332,207597,"P. Mannion",NA,NA
"2081","Cingulata","Dasypodidae","Proeuphractus","setiger","extinct","Argentina","Chubut",NA,"Oligocene",74.62,21,29,14211,"J. Alroy",NA,NA
"2082","Cingulata","Dasypodidae","Proeuphractus",NA,"extinct","Argentina","Buenos Aires","Neogene","Miocene",100,9,10,79180,"D. Croft",NA,NA
"2083","Cingulata","Dasypodidae","Proeuphractus",NA,"extinct","Argentina","Buenos Aires","Neogene","Miocene",100,6.8,9,152069,"C. Jaramillo",NA,NA
"2084","Cingulata","Dasypodidae","Proeuphractus",NA,"extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,87198,"J. Alroy",NA,NA
"2085","Cingulata","Dasypodidae","Proeuphractus",NA,"extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,151498,"C. Jaramillo",NA,NA
"2086","Cingulata","Dasypodidae","Proeuphractus",NA,"extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,151499,"C. Jaramillo",NA,NA
"2087","Cingulata","Dasypodidae","Proeuphractus",NA,"extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,151500,"C. Jaramillo",NA,NA
"2088","Cingulata","Dasypodidae","Proeuphractus",NA,"extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,152061,"C. Jaramillo",NA,NA
"2089","Cingulata","Dasypodidae","Proeuphractus",NA,"extinct","Argentina","La Pampa","Neogene","Miocene",100,9,10,152063,"C. Jaramillo",NA,NA
"2090","Cingulata","Dasypodidae","Proeuphractus",NA,"extinct","Argentina","La Pampa","Neogene","Miocene",99.98,5.332,11.608,152065,"C. Jaramillo",NA,NA
"2091","Cingulata","Dasypodidae","Proeuphractus",NA,"extinct","Argentina","La Pampa","Neogene","Miocene",99.98,5.332,11.608,192166,"C. Jaramillo",NA,NA
"2092","Cingulata","Dasypodidae","Proeuphractus",NA,"extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,204359,"P. Mannion",NA,NA
"2093","Cingulata","Dasypodidae","Proeuphractus",NA,"extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,204361,"P. Mannion",NA,NA
"2094","Cingulata","Dasypodidae","Proeuphractus",NA,"extinct","Argentina","La Rioja","Neogene","Miocene",100,6.8,9,55596,"D. Croft",NA,NA
"2095","Cingulata","Dasypodidae","Proeutatus","robustus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176585,"J. Zijlstra","https://www.mindat.org/taxon-4830184.html",NA
"2096","Cingulata","Dasypodidae","Proeutatus","robustus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176588,"J. Zijlstra","https://www.mindat.org/taxon-4830184.html",NA
"2097","Cingulata","Dasypodidae","Proeutatus","robustus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,15.97,23.03,207604,"P. Mannion","https://www.mindat.org/taxon-4830184.html",NA
"2098","Cingulata","Dasypodidae","Proeutatus","robustus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,207607,"P. Mannion","https://www.mindat.org/taxon-4830184.html",NA
"2099","Cingulata","Dasypodidae","Proeutatus","oenophorum","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,142529,"C. Jaramillo",NA,NA
"2100","Cingulata","Dasypodidae","Proeutatus","oenophorum","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,15.97,23.03,142533,"C. Jaramillo",NA,NA
"2101","Cingulata","Dasypodidae","Proeutatus","oenophorum","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176578,"J. Zijlstra",NA,NA
"2102","Cingulata","Dasypodidae","Proeutatus","oenophorum","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176581,"J. Zijlstra",NA,NA
"2103","Cingulata","Dasypodidae","Proeutatus","oenophorum","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176587,"J. Zijlstra",NA,NA
"2104","Cingulata","Dasypodidae","Proeutatus","oenophorum","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176602,"J. Zijlstra",NA,NA
"2105","Cingulata","Dasypodidae","Proeutatus","oenophorum","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176641,"J. Zijlstra",NA,NA
"2106","Cingulata","Dasypodidae","Proeutatus","oenophorum","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176642,"J. Zijlstra",NA,NA
"2107","Cingulata","Dasypodidae","Proeutatus","oenophorum","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,204358,"P. Mannion",NA,NA
"2108","Cingulata","Dasypodidae","Proeutatus","oenophorum","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,206236,"P. Mannion",NA,NA
"2109","Cingulata","Dasypodidae","Proeutatus","oenophorum","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,206237,"P. Mannion",NA,NA
"2110","Cingulata","Dasypodidae","Proeutatus","oenophorum","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,206240,"P. Mannion",NA,NA
"2111","Cingulata","Dasypodidae","Proeutatus",NA,"extinct","Argentina","Chubut","Neogene","Miocene",100,17.5,21,141368,"C. Jaramillo",NA,NA
"2112","Cingulata","Dasypodidae","Proeutatus",NA,"extinct","Argentina","Chubut","Neogene","Miocene",100,17.5,21,176205,"J. Zijlstra",NA,NA
"2113","Cingulata","Dasypodidae","Proeutatus",NA,"extinct","Argentina","Neuquén","Neogene","Miocene",100,17.5,21,89027,"D. Croft",NA,NA
"2114","Cingulata","Dasypodidae","Proeutatus",NA,"extinct","Argentina","Neuquén","Neogene","Miocene",100,17.5,21,89029,"D. Croft",NA,NA
"2115","Cingulata","Dasypodidae","Proeutatus",NA,"extinct","Argentina","Neuquén","Neogene","Miocene",100,15.97,23.03,89030,"D. Croft",NA,NA
"2116","Cingulata","Dasypodidae","Proeutatus",NA,"extinct","Argentina","Río Negro","Neogene","Miocene",100,17.5,21,89093,"D. Croft",NA,NA
"2117","Cingulata","Dasypodidae","Proeutatus",NA,"extinct","Argentina","Río Negro","Neogene","Miocene",100,15,15,140691,"C. Jaramillo",NA,NA
"2118","Cingulata","Dasypodidae","Proeutatus",NA,"extinct","Argentina","Santa Cruz","Neogene","Miocene",100,11.608,15.97,27313,"J. Head",NA,NA
"2119","Cingulata","Dasypodidae","Proeutatus",NA,"extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,142529,"C. Jaramillo",NA,NA
"2120","Cingulata","Dasypodidae","Proeutatus",NA,"extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176571,"J. Zijlstra",NA,NA
"2121","Cingulata","Dasypodidae","Proeutatus",NA,"extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176578,"J. Zijlstra",NA,NA
"2122","Cingulata","Dasypodidae","Proeutatus",NA,"extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176622,"J. Zijlstra",NA,NA
"2123","Cingulata","Dasypodidae","Proeutatus",NA,"extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176623,"J. Zijlstra",NA,NA
"2124","Cingulata","Dasypodidae","Proeutatus",NA,"extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176624,"J. Zijlstra",NA,NA
"2125","Cingulata","Dasypodidae","Proeutatus",NA,"extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176625,"J. Zijlstra",NA,NA
"2126","Cingulata","Dasypodidae","Proeutatus",NA,"extinct","Chile","Aisén","Neogene","Miocene",100,16.3,17.5,71843,"J. Alroy",NA,NA
"2127","Cingulata","Dasypodidae","Proeutatus",NA,"extinct","Chile","Magallanes","Neogene","Miocene",100,15.97,20.43,204203,"P. Mannion",NA,NA
"2128","Cingulata","Dasypodidae","Proeutatus",NA,"extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,142529,"C. Jaramillo",NA,NA
"2129","Cingulata","Dasypodidae","Proeutatus",NA,"extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,142529,"C. Jaramillo",NA,NA
"2130","Cingulata","Dasypodidae","Proeutatus",NA,"extinct","Chile","Magallanes","Neogene","Miocene",100,15.97,20.43,204203,"P. Mannion",NA,NA
"2131","Cingulata","Dasypodidae","Propraopus","magnus","extinct","Ecuador","Chimborazo","Quaternary","Pleistocene",99.68,0.012,2.588,133644,"C. Jaramillo",NA,NA
"2132","Cingulata","Dasypodidae","Propraopus","punctatus","extinct","Bolivia","Chuquisaca","Quaternary","Holocene",97.5,0,0.012,70705,"D. Croft",NA,NA
"2133","Cingulata","Dasypodidae","Propraopus",NA,"extinct","Argentina","Buenos Aires","Quaternary","Pleistocene",100,0.126,0.781,63335,"D. Croft",NA,NA
"2134","Cingulata","Dasypodidae","Propraopus",NA,"extinct","Argentina","Buenos Aires","Quaternary","Pleistocene",100,0.781,1.2,199170,"P. Mannion",NA,NA
"2135","Cingulata","Dasypodidae","Propraopus",NA,"extinct","Argentina","Entre Ríos","Quaternary","Pleistocene",100,0.012,0.781,203955,"P. Holroyd",NA,NA
"2136","Cingulata","Dasypodidae","Propraopus",NA,"extinct","Argentina","Santiago del Estero","Quaternary","Pleistocene",99.68,0.012,2.588,191153,"E. Vlachos",NA,NA
"2137","Cingulata","Dasypodidae","Propraopus",NA,"extinct","Bolivia",NA,"Quaternary","Holocene",100,0.0066,0.0066,71324,"J. Alroy",NA,NA
