"","Order","Family","Genus","Species"
"8868","Proboscidea","Gomphotheriidae","Notiomastodon","platensis"
"8869","Proboscidea","Gomphotheriidae","Notiomastodon","platensis"
"8870","Proboscidea","Gomphotheriidae","Notiomastodon","platensis"
"8871","Proboscidea","Gomphotheriidae","Notiomastodon","platensis"
"8872","Proboscidea","Gomphotheriidae","Notiomastodon","platensis"
"8873","Proboscidea","Gomphotheriidae","Notiomastodon","platensis"
"8874","Proboscidea","Gomphotheriidae","Notiomastodon","platensis"
"8875","Proboscidea","Gomphotheriidae","Notiomastodon","platensis"
"8876","Proboscidea","Gomphotheriidae","Notiomastodon","platensis"
"8877","Notoungulata","Haplodontheriidae","Abothrodon","pricei"
"8878","Notoungulata","Hegetotheriidae","Paedotherium","NA"
"8879","Notoungulata","Hegetotheriidae","Tremacyllus","NA"
"8880","Notoungulata","Hegetotheriidae","Hegetotherium","NA"
"8881","Notoungulata","Hegetotheriidae","Prohegetotherium","schiaffinoi"
"8882","Notoungulata","Hegetotheriidae","Prohegetotherium","schiaffinoi"
"8883","Notoungulata","Hegetotheriidae","Paedotherium","typicum"
"8884","Notoungulata","Hegetotheriidae","Hegetotherium","novum"
"8885","Notoungulata","Hegetotheriidae","Hegetotheriopsis","sulcatus"
"8886","Notoungulata","Hegetotheriidae","Hegetotherium","cerdasensis"
"8887","Notoungulata","Hegetotheriidae","Pachyrukhos","NA"
"8888","Notoungulata","Hegetotheriidae","Hegetotherium","mirabile"
"8889","Notoungulata","Hegetotheriidae","Hegetotherium","NA"
"8890","Notoungulata","Hegetotheriidae","Hegetotherium","NA"
"8891","Notoungulata","Hegetotheriidae","Hegetotherium","NA"
"8892","Notoungulata","Hegetotheriidae","Hegetotherium","mirabile"
"8893","Notoungulata","Hegetotheriidae","Pachyrukhos","moyani"
"8894","Notoungulata","Hegetotheriidae","Pachyrukhos","moyani"
"8895","Notoungulata","Hegetotheriidae","Tremacyllus","impressus"
"8896","Notoungulata","Hegetotheriidae","Paedotherium","typicum"
"8897","Notoungulata","Hegetotheriidae","Pachyrukhos","NA"
"8898","Notoungulata","Hegetotheriidae","Tremacyllus","impressus"
"8899","Notoungulata","Hegetotheriidae","Hemihegetotherium","NA"
"8900","Notoungulata","Hegetotheriidae","Hemihegetotherium","NA"
"8901","Notoungulata","Hegetotheriidae","Hemihegetotherium","achataleptum"
"8902","Notoungulata","Hegetotheriidae","Hemihegetotherium","achataleptum"
"8903","Notoungulata","Hegetotheriidae","Hemihegetotherium","achataleptum"
"8904","Notoungulata","Hegetotheriidae","Hemihegetotherium","achataleptum"
"8905","Notoungulata","Hegetotheriidae","Hemihegetotherium","achataleptum"
"8906","Notoungulata","Hegetotheriidae","Hemihegetotherium","achataleptum"
"8907","Notoungulata","Hegetotheriidae","Hemihegetotherium","achataleptum"
"8908","Notoungulata","Hegetotheriidae","Hemihegetotherium","achataleptum"
"8909","Notoungulata","Hegetotheriidae","Hemihegetotherium","achataleptum"
"8910","Notoungulata","Hegetotheriidae","Hemihegetotherium","achataleptum"
"8911","Notoungulata","Hegetotheriidae","Hemihegetotherium","achataleptum"
"8912","Notoungulata","Hegetotheriidae","Paedotherium","isolinense"
"8913","Notoungulata","Hegetotheriidae","Paedotherium","NA"
"8914","Notoungulata","Hegetotheriidae","Pachyrukhos","moyani"
"8915","Notoungulata","Hegetotheriidae","Tremacyllus","NA"
"8916","Notoungulata","Hegetotheriidae","Prohegetotherium","schiaffinoi"
"8917","Notoungulata","Hegetotheriidae","Paedotherium","typicum"
"8918","Notoungulata","Hegetotheriidae","Tremacyllus","impressus"
"8919","Notoungulata","Hegetotheriidae","Paedotherium","typicum"
"8920","Notoungulata","Hegetotheriidae","Hegetotherium","mirabile"
"8921","Notoungulata","Hegetotheriidae","Pachyrukhos","moyani"
"8922","NA","Henosferidae","Asfaltomylos","patagonicus"
"8923","NA","Henosferidae","Henosferus","molus"
"8924","Notoungulata","Henricosborniidae","Henricosbornia","lophodonta"
"8925","Notoungulata","Henricosborniidae","Henricosbornia","lophodonta"
"8926","Notoungulata","Henricosborniidae","Henricosbornia","minuta"
"8927","Notoungulata","Henricosborniidae","Henricosbornia","lophodonta"
"8928","Notoungulata","Henricosborniidae","Nanolophodon","tutuca"
"8929","Notoungulata","Homalodotheriidae","Homalodotherium","NA"
"8930","Notoungulata","Homalodotheriidae","Homalodotherium","NA"
"8931","Notoungulata","Homalodotheriidae","Homalodotherium","NA"
"8932","Notoungulata","Homalodotheriidae","Chasicotherium","rothi"
"8933","Notoungulata","Homalodotheriidae","Homalodotherium","NA"
"8934","Notoungulata","Homalodotheriidae","Homalodotherium","NA"
"8935","Notoungulata","Homalodotheriidae","Trigonolophodon","inflatus"
"8936","Notoungulata","Homalodotheriidae","Trigonolophodon","elegans"
"8937","Notoungulata","Homalodotheriidae","Homalodotherium","NA"
"8938","Notoungulata","Homalodotheriidae","Homalodotherium","segoviae"
"8939","Notoungulata","Homalodotheriidae","Homalodotherium","NA"
"8940","Primates","Homunculidae","Homunculus","patagonicus"
"8941","Primates","Homunculidae","Homunculus","patagonicus"
"8942","Primates","Homunculidae","Mazzonicebus","almendrae"
"8943","Primates","Homunculidae","Homunculus","NA"
"8944","Primates","Homunculidae","Homunculus","NA"
"8945","Primates","Homunculidae","Homunculus","vizcainoi"
"8946","Primates","Homunculidae","Homunculus","patagonicus"
"8947","Primates","Homunculidae","Homunculus","patagonicus"
"8948","Primates","Homunculidae","Soriacebus","NA"
"8949","Primates","Homunculidae","Homunculus","NA"
"8950","Rodentia","Hydrochoeridae","Cardiatherium","NA"
"8951","Rodentia","Hydrochoeridae","Cardiatherium","NA"
"8952","Rodentia","Hydrochoeridae","Phugatherium","villalobosi"
"8953","Rodentia","Hydrochoeridae","Phugatherium","cataclisticum"
"8954","Rodentia","Hydrochoeridae","Phugatherium","NA"
"8955","Rodentia","Hydrochoeridae","Cardiatherium","NA"
"8956","Rodentia","Hydrochoeridae","Nothydrochoerus","fontanai"
"8957","Rodentia","Hydrochoeridae","Phugatherium","NA"
"8958","Rodentia","Hydrochoeridae","Phugatherium","novum"
"8959","Cetartiodactyla","Iniidae","Saurocetes","NA"
"8960","Notoungulata","Interatheriidae","Protypotherium","NA"
"8961","Notoungulata","Interatheriidae","Interatherium","robustum"
"8962","Notoungulata","Interatheriidae","Argyrohyrax","proavus"
"8963","Notoungulata","Interatheriidae","Interatherium","NA"
"8964","Notoungulata","Interatheriidae","Interatherium","robustum"
"8965","Notoungulata","Interatheriidae","Protypotherium","australe"
"8966","Notoungulata","Interatheriidae","Protypotherium","australe"
"8967","Notoungulata","Interatheriidae","Protypotherium","praerutilum"
"8968","Notoungulata","Interatheriidae","Protypotherium","attenuatum"
"8969","Notoungulata","Interatheriidae","Protypotherium","NA"
"8970","Notoungulata","Interatheriidae","Interatherium","NA"
"8971","Notoungulata","Interatheriidae","Protypotherium","australe"
"8972","Notoungulata","Interatheriidae","Protypotherium","praerutilum"
"8973","Notoungulata","Interatheriidae","Protypotherium","attenuatum"
"8974","Notoungulata","Interatheriidae","Protypotherium","NA"
"8975","Notoungulata","Interatheriidae","Interatherium","NA"
"8976","Notoungulata","Interatheriidae","Protypotherium","praerutilum"
"8977","Notoungulata","Interatheriidae","Protypotherium","attenuatum"
"8978","Notoungulata","Interatheriidae","Interatherium","NA"
"8979","Notoungulata","Interatheriidae","Protypotherium","australe"
"8980","Notoungulata","Interatheriidae","Protypotherium","praerutilum"
"8981","Notoungulata","Interatheriidae","Protypotherium","attenuatum"
"8982","Notoungulata","Interatheriidae","Protypotherium","NA"
"8983","Notoungulata","Interatheriidae","Interatherium","NA"
"8984","Notoungulata","Interatheriidae","Protypotherium","attenuatum"
"8985","Notoungulata","Interatheriidae","Juchuysillu","arenalesensis"
"8986","Notoungulata","Interatheriidae","Juchuysillu","arenalesensis"
"8987","Notoungulata","Interatheriidae","Juchuysillu","arenalesensis"
"8988","Notoungulata","Interatheriidae","Protypotherium","NA"
"8989","Notoungulata","Interatheriidae","Protypotherium","australe"
"8990","Notoungulata","Interatheriidae","Protypotherium","antiquum"
"8991","Notoungulata","Interatheriidae","Protypotherium","concepcionensis"
"8992","Notoungulata","Interatheriidae","Argyrohyrax","proavus"
"8993","Notoungulata","Interatheriidae","Protypotherium","NA"
"8994","Notoungulata","Interatheriidae","Protypotherium","colloncurensis"
"8995","Notoungulata","Interatheriidae","Boleatherium","praeludium"
"8996","Notoungulata","Interatheriidae","Protypotherium","colloncurensis"
"8997","Notoungulata","Interatheriidae","Protypotherium","NA"
"8998","Notoungulata","Interatheriidae","Cochilius","volvens"
"8999","Notoungulata","Interatheriidae","Argyrohyrax","proavus"
"9000","Notoungulata","Interatheriidae","Protypotherium","NA"
"9001","Notoungulata","Interatheriidae","Interatherium","NA"
"9002","Notoungulata","Isotemnidae","Isotemnus","ctalego"
"9003","Notoungulata","Isotemnidae","Isotemnus","haugi"
"9004","Notoungulata","Isotemnidae","Acoelohyrax","complicatissimus"
"9005","Notoungulata","Isotemnidae","Isotemnus","primitivus"
"9006","Notoungulata","Isotemnidae","Isotemnus","primitivus"
"9007","Notoungulata","Isotemnidae","Pleurostylodon","modicus"
"9008","Notoungulata","Isotemnidae","Pleurostylodon","modicus"
"9009","Notoungulata","Isotemnidae","Isotemnus","NA"
"9010","Notoungulata","Isotemnidae","Pleurostylodon","modicus"
"9011","Notoungulata","Isotemnidae","Pleurostylodon","modicus"
"9012","Notoungulata","Isotemnidae","Pleurostylodon","crassiramis"
"9013","Notoungulata","Isotemnidae","Pleurostylodon","modicus"
"9014","Notoungulata","Isotemnidae","Pleurostylodon","similis"
"9015","Notoungulata","Isotemnidae","Rhyphodon","angusticephalus"
"9016","Notoungulata","Isotemnidae","Calodontotherium","varietatum"
"9017","Notoungulata","Isotemnidae","Rhyphodon","lankesteri"
"9018","Notoungulata","Isotemnidae","Rhyphodon","lankesteri"
"9019","Cetartiodactyla","Kentriodontidae","Kentriodon","NA"
"9020","Cetartiodactyla","Kogiidae","Scaphokogia","totajpe"
"9021","Cetartiodactyla","Kogiidae","Platyscaphokogia","landinii"
"9022","Cetartiodactyla","Kogiidae","Platyscaphokogia","landinii"
"9023","Cetartiodactyla","Kogiidae","Kogia","danomurai"
"9024","Panameriungulata","Macraucheniidae","Theosodon","NA"
"9025","Panameriungulata","Macraucheniidae","Promacrauchenia","NA"
"9026","Panameriungulata","Macraucheniidae","Macrauchenia","patagonica"
"9027","Panameriungulata","Macraucheniidae","Macrauchenia","NA"
"9028","Panameriungulata","Macraucheniidae","Macrauchenia","patagonica"
"9029","Panameriungulata","Macraucheniidae","Macrauchenia","patagonica"
"9030","Panameriungulata","Macraucheniidae","Windhausenia","NA"
"9031","Panameriungulata","Macraucheniidae","Macrauchenia","patagonica"
"9032","Panameriungulata","Macraucheniidae","Macrauchenia","patagonica"
"9033","Panameriungulata","Macraucheniidae","Macrauchenia","patagonica"
"9034","Panameriungulata","Macraucheniidae","Macrauchenia","patagonica"
"9035","Panameriungulata","Macraucheniidae","Macrauchenia","patagonica"
"9036","Panameriungulata","Macraucheniidae","Theosodon","gracilis"
"9037","Panameriungulata","Macraucheniidae","Macrauchenia","NA"
"9038","Panameriungulata","Macraucheniidae","Huayqueriana","cristata"
"9039","Panameriungulata","Macraucheniidae","Rutimeyeria","conulifera"
"9040","Panameriungulata","Macraucheniidae","Huayqueriana","cristata"
"9041","Panameriungulata","Macraucheniidae","Theosodon","lydekkeri"
"9042","Panameriungulata","Macraucheniidae","Theosodon","NA"
"9043","Panameriungulata","Macraucheniidae","Theosodon","gracilis"
"9044","Panameriungulata","Macraucheniidae","Theosodon","NA"
"9045","Panameriungulata","Macraucheniidae","Macrauchenia","NA"
"9046","Panameriungulata","Macraucheniidae","Theosodon","NA"
"9047","Panameriungulata","Macraucheniidae","Theosodon","NA"
"9048","Panameriungulata","Macraucheniidae","Huayqueriana","cristata"
"9049","Panameriungulata","Macraucheniidae","Promacrauchenia","NA"
"9050","Panameriungulata","Macraucheniidae","Promacrauchenia","antiqua"
"9051","Panameriungulata","Macraucheniidae","Paranauchenia","hystatus"
"9052","Panameriungulata","Macraucheniidae","Paranauchenia","hystatus"
"9053","Panameriungulata","Macraucheniidae","Promacrauchenia","NA"
"9054","Panameriungulata","Macraucheniidae","Macrauchenia","patagonica"
"9055","Panameriungulata","Macraucheniidae","Macrauchenia","NA"
"9056","Panameriungulata","Macraucheniidae","Macrauchenia","patagonica"
"9057","Panameriungulata","Macraucheniidae","Macrauchenia","patagonica"
"9058","Panameriungulata","Macraucheniidae","Macrauchenia","patagonica"
"9059","Panameriungulata","Macraucheniidae","Macrauchenia","patagonica"
"9060","Panameriungulata","Macraucheniidae","Macrauchenia","NA"
"9061","Panameriungulata","Macraucheniidae","Macrauchenia","patagonica"
"9062","Panameriungulata","Macraucheniidae","Huayqueriana","cristata"
"9063","Panameriungulata","Macraucheniidae","Theosodon","NA"
"9064","Panameriungulata","Macraucheniidae","Xenorhinotherium","NA"
"9065","Panameriungulata","Macraucheniidae","Macrauchenia","NA"
"9066","Panameriungulata","Macraucheniidae","Macrauchenia","patagonica"
"9067","Panameriungulata","Macraucheniidae","Pseudomacrauchenia","NA"
"9068","Panameriungulata","Macraucheniidae","Macrauchenia","patagonica"
"9069","Panameriungulata","Macraucheniidae","Macrauchenia","NA"
"9070","Pilosa","Megalonychidae","Nothropus","NA"
"9071","Pilosa","Megalonychidae","Hapalops","NA"
"9072","Pilosa","Megalonychidae","Eucholoeops","ingens"
"9073","Pilosa","Megalonychidae","Eucholoeops","ingens"
"9074","Pilosa","Megalonychidae","Eucholoeops","ingens"
"9075","Pilosa","Megalonychidae","Hapalops","elongatus"
"9076","Pilosa","Megalonychidae","Ortotherium","NA"
"9077","Pilosa","Megalonychidae","Torcellia","paranense"
"9078","Pilosa","Megalonychidae","Pliomorphus","mutilatus"
"9079","Pilosa","Megalonychidae","Eucholoeops","ingens"
"9080","Pilosa","Megalonychidae","Eucholoeops","ingens"
"9081","Pilosa","Megalonychidae","Eucholoeops","ingens"
"9082","Pilosa","Megalonychidae","Hapalops","NA"
"9083","Pilosa","Megalonychidae","Hapalops","platycephalus"
"9084","Pilosa","Megalonychidae","Hapalops","gracilidens"
"9085","Pilosa","Megalonychidae","Hapalops","NA"
"9086","Pilosa","Megalonychidae","Hapalops","elongatus"
"9087","Pilosa","Megalonychidae","Hapalops","elongatus"
"9088","Pilosa","Megalonychidae","Hapalops","NA"
"9089","Pilosa","Megalonychidae","Hapalops","NA"
"9090",NA,"Megalonychidae","Hapaloides","NA"
"9091",NA,"Megalonychidae","Holomegalonyx","NA"
"9092",NA,"Megalonychidae","Proschismotherium","NA"
"9093","Pilosa","Megalonychidae","Nothropus","carcaranensis"
"9094","Pilosa","Megalonychidae","Nothropus","priscus"
"9095",NA,"Megalonychidae","Deseadognathus","riggsi"
"9096","Pilosa","Megatheriidae","Megatherium","NA"
"9097","Pilosa","Megatheriidae","Megatherium","NA"
"9098","Pilosa","Megatheriidae","Megatherium","americanum"
"9099","Pilosa","Megatheriidae","Megatherium","americanum"
"9100","Pilosa","Megatheriidae","Megatherium","americanum"
"9101","Pilosa","Megatheriidae","Megatherium","NA"
"9102","Pilosa","Megatheriidae","Eremotherium","laurillardi"
"9103","Pilosa","Megatheriidae","Eremotherium","laurillardi"
"9104","Pilosa","Megatheriidae","Eremotherium","laurillardi"
"9105","Pilosa","Megatheriidae","Megatherium","americanum"
"9106","Pilosa","Megatheriidae","Megatherium","NA"
"9107",NA,"Megatheriidae","Diabolotherium","nordenskioldi"
"9108","Pilosa","Megatheriidae","Pyramiodontherium","bergi"
"9109","Pilosa","Megatheriidae","Prepotherium","potens"
"9110","Pilosa","Megatheriidae","Eremotherium","NA"
"9111","Pilosa","Megatheriidae","Megatherium","NA"
"9112","Pilosa","Megatheriidae","Megatherium","NA"
"9113","Pilosa","Megatheriidae","Megatherium","americanum"
"9114","Pilosa","Megatheriidae","Megatherium","NA"
"9115","Pilosa","Megatheriidae","Eremotherium","laurillardi"
"9116","Pilosa","Megatheriidae","Eremotherium","NA"
"9117","Pilosa","Megatheriidae","Megatherium","NA"
"9118","Pilosa","Megatheriidae","Eremotherium","laurillardi"
"9119","Pilosa","Megatheriidae","Megatherium","bergi"
"9120","Pilosa","Megatheriidae","Pyramiodontherium","bergi"
"9121",NA,"Megatheriidae","Megatheridium","annectens"
"9122","Pilosa","Megatheriidae","Plesiomegatherium","halmyronomum"
"9123","Pilosa","Megatheriidae","Eremotherium","laurillardi"
"9124",NA,"Megatheriidae","Diabolotherium","nordenskioldi"
"9125",NA,"Megatheriidae","Diabolotherium","NA"
"9126",NA,"Megatheriidae","Diabolotherium","nordenskioldi"
"9127","Pilosa","Megatheriidae","Megatherium","NA"
"9128","Pilosa","Megatheriidae","Pyramiodontherium","NA"
"9129","Pilosa","Megatheriidae","Megatherium","americanum"
"9130","Pilosa","Megatheriidae","Megatherium","americanum"
"9131","Pilosa","Megatheriidae","Megatherium","NA"
"9132","Pilosa","Megatheriidae","Proeremotherium","NA"
"9133","Pilosa","Megatheriidae","Anisodontherium","NA"
"9134",NA,"Megatheriidae","Diabolotherium","nordenskioldi"
"9135","Pilosa","Megatheriidae","Prepoplanops","boleadorensis"
"9136","Pilosa","Megatheriidae","Eremotherium","NA"
"9137","Notoungulata","Mesotheriidae","Plesiotypotherium","minus"
"9138","Notoungulata","Mesotheriidae","Mesotherium","NA"
"9139","Notoungulata","Mesotheriidae","Pseudotypotherium","carhuense"
"9140","Notoungulata","Mesotheriidae","Typotheriodon","grandis"
"9141","Notoungulata","Mesotheriidae","Typotheriopsis","minimus"
"9142","Notoungulata","Mesotheriidae","Mesotherium","cristatum"
"9143","Notoungulata","Mesotheriidae","Typotheriopsis","internum"
"9144","Notoungulata","Mesotheriidae","Mesotherium","angustirostrum"
"9145","Notoungulata","Mesotheriidae","Mesotherium","cristatum"
"9146","Notoungulata","Mesotheriidae","Mesotherium","cristatum"
"9147","Notoungulata","Mesotheriidae","Mesotherium","cristatum"
"9148","Notoungulata","Mesotheriidae","Mesotherium","cristatum"
"9149","Notoungulata","Mesotheriidae","Mesotherium","cristatum"
"9150","Notoungulata","Mesotheriidae","Mesotherium","cristatum"
"9151","Notoungulata","Mesotheriidae","Mesotherium","cristatum"
"9152","Notoungulata","Mesotheriidae","Mesotherium","cristatum"
"9153","Meridiolestida","Mesungulatidae","Orretherium","tzen"
"9154","Microbiotheria","Microbiotheriidae","Microbiotherium","tehuelchum"
"9155","Microbiotheria","Microbiotheriidae","Pachybiotherium","illuminatum"
"9156","Microbiotheria","Microbiotheriidae","Pachybiotherium","illuminatum"
"9157","Chiroptera","Molossidae","Molossus","molossus"
"9158","Chiroptera","Molossidae","Tadarida","brasiliensis"
"9159","Chiroptera","Mormoopidae","Pteronotus","parnellii"
"9160","Chiroptera","Mormoopidae","Pteronotus","NA"
"9161","Chiroptera","Mormoopidae","Pteronotus","parnellii"
"9162","Chiroptera","Mormoopidae","Mormoops","megaphylla"
"9163","Chiroptera","Mormoopidae","Pteronotus","NA"
"9164","Chiroptera","Mormoopidae","Pteronotus","parnellii"
"9165","Rodentia","Muridae","Colomys","NA"
"9166","Rodentia","Muridae","Bolomys","NA"
"9167","Rodentia","Muridae","Bolomys","NA"
"9168","Rodentia","Muridae","Bolomys","NA"
"9169","Carnivora","Mustelidae","Conepatus","suffocans"
"9170","Carnivora","Mustelidae","Lyncodon","NA"
"9171","Carnivora","Mustelidae","Lontra","longicaudis"
"9172","Carnivora","Mustelidae","Galictis","NA"
"9173","Carnivora","Mustelidae","Eira","barbara"
"9174","Carnivora","Mustelidae","Conepatus","NA"
"9175","Carnivora","Mustelidae","Conepatus","NA"
"9176","Carnivora","Mustelidae","Lontra","longicaudis"
"9177","Carnivora","Mustelidae","Eira","barbara"
"9178","Carnivora","Mustelidae","Conepatus","NA"
"9179","Carnivora","Mustelidae","Conepatus","NA"
"9180","Carnivora","Mustelidae","Eira","barbara"
"9181","Pilosa","Mylodontidae","Glossotherium","NA"
"9182","Pilosa","Mylodontidae","Lestodon","armatus"
"9183","Pilosa","Mylodontidae","Scelidodon","tarijensis"
"9184","Pilosa","Mylodontidae","Glossotherium","robustum"
"9185","Pilosa","Mylodontidae","Lestodon","armatus"
"9186","Pilosa","Mylodontidae","Lestodon","armatus"
"9187","Pilosa","Mylodontidae","Glossotherium","NA"
"9188","Pilosa","Mylodontidae","Scelidotherium","leptocephalum"
"9189","Pilosa","Mylodontidae","Glossotherium","robustum"
"9190","Pilosa","Mylodontidae","Glossotherium","NA"
"9191","Pilosa","Mylodontidae","Lestodon","NA"
"9192","Pilosa","Mylodontidae","Lestodon","NA"
"9193","Pilosa","Mylodontidae","Mylodon","NA"
"9194","Pilosa","Mylodontidae","Catonyx","cuvieri"
"9195","Pilosa","Mylodontidae","Catonyx","cuvieri"
"9196","Pilosa","Mylodontidae","Catonyx","cuvieri"
"9197","Pilosa","Mylodontidae","Catonyx","cuvieri"
"9198","Pilosa","Mylodontidae","Scelidodon","NA"
"9199","Pilosa","Mylodontidae","Mylodon","NA"
"9200","Pilosa","Mylodontidae","Scelidotherium","leptocephalum"
"9201","Pilosa","Mylodontidae","Scelidotherium","leptocephalum"
"9202","Pilosa","Mylodontidae","Glossotherium","tropicorum"
"9203","Pilosa","Mylodontidae","Nematherium","birdi"
"9204","Pilosa","Mylodontidae","Catonyx","tarijensis"
"9205",NA,"Mylodontidae","Magdalenabradys","confusum"
"9206","Pilosa","Mylodontidae","Scelidotherium","leptocephalum"
"9207","Pilosa","Mylodontidae","Scelidodon","chiliense"
"9208","Pilosa","Mylodontidae","Scelidodon","chiliense"
"9209","Pilosa","Mylodontidae","Catonyx","NA"
"9210","Pilosa","Mylodontidae","Mylodon","NA"
"9211","Pilosa","Mylodontidae","Glossotherium","tropicorum"
"9212","Pilosa","Mylodontidae","Glossotherium","tropicorum"
"9213","Pilosa","Mylodontidae","Glossotherium","NA"
"9214","Pilosa","Mylodontidae","Glossotherium","tropicorum"
"9215","Pilosa","Mylodontidae","Scelidotherium","leptocephalum"
"9216","Pilosa","Mylodontidae","Proscelidodon","gracillimus"
"9217","Pilosa","Mylodontidae","Proscelidodon","gracillimus"
"9218","Pilosa","Mylodontidae","Proscelidodon","gracillimus"
"9219","Pilosa","Mylodontidae","Nematherium","longirostris"
"9220","Pilosa","Mylodontidae","Proscelidodon","patrius"
"9221","Pilosa","Mylodontidae","Mylodon","darwinii"
"9222","Pilosa","Mylodontidae","Mylodon","NA"
"9223","Pilosa","Mylodontidae","Scelidodon","piauiensis"
"9224","Pilosa","Mylodontidae","Glossotherium","robustum"
"9225","Pilosa","Mylodontidae","Scelidotherium","NA"
"9226","Pilosa","Mylodontidae","Catonyx","cuvieri"
"9227","Pilosa","Mylodontidae","Glossotherium","NA"
"9228","Pilosa","Mylodontidae","Lestodon","NA"
"9229","Pilosa","Mylodontidae","Lestodon","armatus"
"9230","Pilosa","Mylodontidae","Catonyx","cuvieri"
"9231","Pilosa","Mylodontidae","Catonyx","cuvieri"
"9232","Pilosa","Mylodontidae","Catonyx","cuvieri"
"9233","Pilosa","Mylodontidae","Catonyx","tarijensis"
"9234","Pilosa","Mylodontidae","Glossotherium","tropicorum"
"9235","Pilosa","Mylodontidae","Glossotherium","phoenesis"
"9236","Pilosa","Mylodontidae","Simomylodon","NA"
"9237","Pilosa","Mylodontidae","Simomylodon","uccasamamensis"
"9238","Pilosa","Mylodontidae","Proscelidodon","gracillimus"
"9239","Pilosa","Mylodontidae","Proscelidodon","gracillimus"
"9240","Pilosa","Mylodontidae","Proscelidodon","gracillimus"
"9241","Pilosa","Mylodontidae","Proscelidodon","gracillimus"
"9242","Pilosa","Mylodontidae","Proscelidodon","gracillimus"
"9243","Pilosa","Mylodontidae","Proscelidodon","gracillimus"
"9244","Pilosa","Mylodontidae","Proscelidodon","gracillimus"
"9245","Pilosa","Mylodontidae","Proscelidodon","gracillimus"
"9246","Pilosa","Mylodontidae","Proscelidodon","gracillimus"
"9247","Pilosa","Mylodontidae","Proscelidodon","gracillimus"
"9248","Pilosa","Mylodontidae","Proscelidodon","gracillimus"
"9249","Pilosa","Mylodontidae","Proscelidodon","gracillimus"
"9250","Pilosa","Mylodontidae","Nematherium","NA"
"9251","Pilosa","Mylodontidae","Nematherium","NA"
"9252","Pilosa","Mylodontidae","Nematherium","NA"
"9253","Pilosa","Mylodontidae","Catonyx","cuvieri"
"9254","Pilosa","Mylodontidae","Valgipes","bucklandi"
"9255","Pilosa","Mylodontidae","Catonyx","cuvieri"
"9256","Pilosa","Mylodontidae","Valgipes","bucklandi"
"9257","Pilosa","Mylodontidae","Mylodon","darwinii"
"9258","Pilosa","Mylodontidae","Mylodon","darwinii"
"9259","Pilosa","Mylodontidae","Mylodon","darwinii"
"9260","Pilosa","Mylodontidae","Mylodon","darwinii"
"9261","Pilosa","Mylodontidae","Mylodon","darwinii"
"9262","Pilosa","Mylodontidae","Mylodon","darwinii"
"9263","Pilosa","Mylodontidae","Mylodon","darwinii"
"9264","Pilosa","Mylodontidae","Mylodon","darwinii"
"9265","Pilosa","Mylodontidae","Mylodon","darwinii"
"9266","Pilosa","Mylodontidae","Mylodon","darwinii"
"9267","Pilosa","Mylodontidae","Mylodon","darwinii"
"9268",NA,"Mylodontidae","Archaeomylodon","sampedrinensis"
"9269","Pilosa","Mylodontidae","Scelidodon","NA"
"9270","Pilosa","Mylodontidae","Scelidodon","NA"
"9271","Pilosa","Mylodontidae","Valgipes","bucklandi"
"9272","Pilosa","Mylodontidae","Glossotherium","NA"
"9273","Pilosa","Mylodontidae","Lestodon","armatus"
"9274","Pilosa","Mylodontidae","Catonyx","tarijensis"
"9275","Pilosa","Mylodontidae","Catonyx","tarijensis"
"9276","Pilosa","Mylodontidae","Catonyx","tarijensis"
"9277","Pilosa","Mylodontidae","Catonyx","tarijensis"
"9278","Pilosa","Mylodontidae","Catonyx","tarijensis"
"9279","Pilosa","Mylodontidae","Catonyx","tarijensis"
"9280","Pilosa","Mylodontidae","Catonyx","tarijensis"
"9281","Pilosa","Mylodontidae","Catonyx","tarijensis"
"9282","Pilosa","Mylodontidae","Catonyx","tarijensis"
"9283","Pilosa","Mylodontidae","Catonyx","tarijensis"
"9284","Pilosa","Mylodontidae","Catonyx","tarijensis"
"9285","Pilosa","Mylodontidae","Catonyx","tarijensis"
"9286","Pilosa","Mylodontidae","Catonyx","tarijensis"
"9287","Pilosa","Mylodontidae","Scelidodon","NA"
"9288","Pilosa","Mylodontidae","Scelidotherium","NA"
"9289","Pilosa","Mylodontidae","Scelidotherium","bravardi"
"9290","Pilosa","Mylodontidae","Scelidotherium","bravardi"
"9291","Pilosa","Mylodontidae","Scelidotherium","bravardi"
"9292","Pilosa","Mylodontidae","Scelidotherium","bravardi"
"9293","Pilosa","Mylodontidae","Scelidotherium","leptocephalum"
"9294","Pilosa","Mylodontidae","Scelidotherium","leptocephalum"
"9295","Pilosa","Mylodontidae","Scelidotherium","leptocephalum"
"9296","Pilosa","Mylodontidae","Scelidotherium","NA"
"9297","Pilosa","Mylodontidae","Scelidotherium","NA"
"9298","Pilosa","Mylodontidae","Scelidotherium","NA"
"9299","Pilosa","Mylodontidae","Scelidotherium","NA"
"9300","Pilosa","Mylodontidae","Scelidotherium","NA"
"9301","Pilosa","Mylodontidae","Scelidotherium","NA"
"9302","Pilosa","Mylodontidae","Scelidodon","tarijensis"
"9303","Pilosa","Mylodontidae","Scelidodon","tarijensis"
"9304","Pilosa","Mylodontidae","Scelidodon","tarijensis"
"9305","Pilosa","Mylodontidae","Scelidodon","tarijensis"
"9306","Pilosa","Mylodontidae","Scelidodon","tarijensis"
