collection_no	source_database	collection.authorizer	family_name	family_extant	genus_extant	species_extant	occurrence.genus_reso	occurrence.genus_name	occurrence.species_reso	occurrence.species_name	original.genus_reso	original.genus_name	original.species_reso	original.species_name	country	state	period	epoch	stage	ma_max	ma_min	formation
141368	PaleoDB	"C. Jaramillo"	Borhyaenidae		no		cf.	Acrocyon		riggsi					Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"	Palaeothentidae		no	no		Parabderites		bicrispatus					Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"	Necrolestidae			no		Necrolestes	"n. sp."	mirabilis					Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"			no	no		Sipalocyon	"n. sp."	externus					Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"			no			Sipalocyon		sp.					Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"			no			Cladosictis		sp.					Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"	Borhyaenidae			no		Borhyaena	"n. sp."	macrodonta		Pseudoborhyaena	"n. sp."	longaeva	Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"	Borhyaenidae			no		Borhyaena	"n. sp."	macrodonta		Pseudoborhyaena	"n. sp."	macrodonta	Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"	Borhyaenidae		no	no		Arctodictis		sinclairi					Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"	Borhyaenidae		no	no	cf.	Arctodictis		sinclairi					Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"	Proterotheriidae	no		no		Licaphrops		festinus		Prolicaphrium		festinum	Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"	Proterotheriidae	no		no		Prolicaphrium		spectabile					Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"	Leontiniidae	no	no			Colpodon		sp.					Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"				no		Acyon	"n. sp."	tricuspidatus		Anatherium	"n. sp."	herrerae	Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"	Erethizontidae	yes	no			Hypsosteiromys	"n. sp."	tabulatus		Steiromys	"n. sp."	tabulatus	Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"	Erethizontidae	yes	no			Hypsosteiromys		sp.					Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"	Adianthidae			no		Proheptaconus	"n. sp."	patagonicus		Adianthus	"n. sp."	patagonicus	Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"	Microbiotheriidae			no	"n. gen."	Oligobiotherium	"n. sp."	divisum	"n. gen."	Oligobiotherium	"n. sp."	divisus	Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"	Microbiotheriidae			no	"n. gen."	Clenia	"n. sp."	minuscula					Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"	Microbiotheriidae			no		Oligobiotherium	"n. sp."	divisum		Microbiotherium	"n. sp."	hernandezi	Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"	Microbiotheriidae			no		Pachybiotherium	cf.	acclinum					Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"	Microbiotheriidae		no	no		Eomicrobiotherium	"n. sp."	mykerum					Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"	Microbiotheriidae		no			Microbiotherium		sp.					Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"	Argyrolagidae	no		no		Proargyrolagus	"n. sp."	argentinus					Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"	Macraucheniidae			no	"n. gen."	Cramauchenia	"n. sp."	normalis					Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"						Saremmys		ligcura					Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"						Pternoconius	"n. sp."	tournoueri					Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"						Stegotherium	"n. sp."	pascuali					Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"						Stegotherium	"n. sp."	caroloameghinoi					Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141368	PaleoDB	"C. Jaramillo"	Erethizontidae	yes	no	no	"n. gen."	Branisamyopsis	"n. sp."	australis					Argentina	Chubut	Neogene	Miocene		21.000	17.500	Sarmiento
141369	PaleoDB	"C. Jaramillo"	Toxodontidae	no		no	"n. gen."	Calchaquitherium	"n. sp."	mixtum					Argentina	Catamarca	Neogene	Miocene		9.000	6.800	"El Morterito"
141369	PaleoDB	"C. Jaramillo"						Sphenotherus		zavaletianus					Argentina	Catamarca	Neogene	Miocene		9.000	6.800	"El Morterito"
141508	PaleoDB	"M. Uhen"	Dugongidae	yes	no			Metaxytherium		sp.					Argentina	"Entre Rios"	Neogene	Miocene		11.608	5.332	Parana
141513	PaleoDB	"M. Uhen"	Dugongidae	yes	no			Dioplotherium		sp.					Argentina	"Entre Rios"	Neogene	Miocene		11.608	5.332	Parana
141592	PaleoDB	"C. Jaramillo"				no	"n. gen."	Aenigmys	"n. sp."	diamantensis					Argentina	"Entre Ríos"	Quaternary	Pleistocene		2.588	0.012	Hernandarias
141592	PaleoDB	"C. Jaramillo"			no			Eumysops		sp.					Argentina	"Entre Ríos"	Quaternary	Pleistocene		2.588	0.012	Hernandarias
141758	PaleoDB	"C. Jaramillo"	Didolodontidae			no	"n. gen."	Oxybunotherium	"n. sp."	praecursor					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	
141758	PaleoDB	"C. Jaramillo"	Polydolopidae	no		no		Eudolops		tetragonus					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	
141758	PaleoDB	"C. Jaramillo"	Polydolopidae	no	no	no		Amphidolops		serrula					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	
141758	PaleoDB	"C. Jaramillo"	Polydolopidae	no	no	no		Polydolops		thomasi					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	
141758	PaleoDB	"C. Jaramillo"			no			Notopithecus		sp.					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	
141894	PaleoDB	"C. Jaramillo"	Ctenomyidae	yes	yes			Ctenomys		chapadmalensis					Argentina	Jujuy	Neogene	Pliocene		4.000	3.000	Uquía
141894	PaleoDB	"C. Jaramillo"	Caviidae	yes	yes			Microcavia		sp.					Argentina	Jujuy	Neogene	Pliocene		4.000	3.000	Uquía
141894	PaleoDB	"C. Jaramillo"						Paraglyptodon		uquiensis					Argentina	Jujuy	Neogene	Pliocene		4.000	3.000	Uquía
141894	PaleoDB	"C. Jaramillo"	Pampatheriidae	no	no			Plaina		sp.					Argentina	Jujuy	Neogene	Pliocene		4.000	3.000	Uquía
141894	PaleoDB	"C. Jaramillo"	Dasypodidae	yes	no	no		Doellotatus		chapadmalensis					Argentina	Jujuy	Neogene	Pliocene		4.000	3.000	Uquía
141894	PaleoDB	"C. Jaramillo"	Mylodontidae		no			Scelidotheridium		sp.					Argentina	Jujuy	Neogene	Pliocene		4.000	3.000	Uquía
141894	PaleoDB	"C. Jaramillo"						Ctenomys	"n. sp."	uquiensis					Argentina	Jujuy	Neogene	Pliocene		4.000	3.000	Uquía
141896	PaleoDB	"C. Jaramillo"	Tayassuidae	yes	no			Platygonus		uquiensis					Argentina	Jujuy	Neogene	Pliocene	Piacenzian	3.600	2.588	Uquía
141896	PaleoDB	"C. Jaramillo"	Equidae	yes	no	no		Hippidion		devillei					Argentina	Jujuy	Neogene	Pliocene	Piacenzian	3.600	2.588	Uquía
141896	PaleoDB	"C. Jaramillo"	Macraucheniidae		no			Windhausenia		delacroixi					Argentina	Jujuy	Neogene	Pliocene	Piacenzian	3.600	2.588	Uquía
141896	PaleoDB	"C. Jaramillo"	Ctenomyidae	yes	yes			Ctenomys		chapadmalensis					Argentina	Jujuy	Neogene	Pliocene	Piacenzian	3.600	2.588	Uquía
141896	PaleoDB	"C. Jaramillo"	Caviidae	yes	no	no		Hydrochoeropsis		dasseni					Argentina	Jujuy	Neogene	Pliocene	Piacenzian	3.600	2.588	Uquía
141896	PaleoDB	"C. Jaramillo"	Megatheriidae	yes	no			Megatherium	?	uquiensis					Argentina	Jujuy	Neogene	Pliocene	Piacenzian	3.600	2.588	Uquía
141896	PaleoDB	"C. Jaramillo"						Pyramiodontherium	?	carlesi					Argentina	Jujuy	Neogene	Pliocene	Piacenzian	3.600	2.588	Uquía
141896	PaleoDB	"C. Jaramillo"	Mylodontidae		no			Lestodon	?	castellanosi					Argentina	Jujuy	Neogene	Pliocene	Piacenzian	3.600	2.588	Uquía
141896	PaleoDB	"C. Jaramillo"						Paraglyptodon		uquiensis					Argentina	Jujuy	Neogene	Pliocene	Piacenzian	3.600	2.588	Uquía
141896	PaleoDB	"C. Jaramillo"	Glyptodontidae	yes	no			Panochthus	?	sp.					Argentina	Jujuy	Neogene	Pliocene	Piacenzian	3.600	2.588	Uquía
141896	PaleoDB	"C. Jaramillo"	Glyptodontidae	yes	no			Urotherium		sp.					Argentina	Jujuy	Neogene	Pliocene	Piacenzian	3.600	2.588	Uquía
141896	PaleoDB	"C. Jaramillo"	Glyptodontidae	yes	no			Xiphuroides		uquiensis					Argentina	Jujuy	Neogene	Pliocene	Piacenzian	3.600	2.588	Uquía
141896	PaleoDB	"C. Jaramillo"	Dasypodidae	yes	yes	yes		Chaetophractus	cf.	villosus					Argentina	Jujuy	Neogene	Pliocene	Piacenzian	3.600	2.588	Uquía
141896	PaleoDB	"C. Jaramillo"	Erethizontidae	yes	yes			Coendou		sp.		Erethizon		sp.	Argentina	Jujuy	Neogene	Pliocene	Piacenzian	3.600	2.588	Uquía
141898	PaleoDB	"C. Jaramillo"	Equidae	yes	no	no		Hippidion		devillei					Argentina	Jujuy	Quaternary	Pleistocene		1.200	0.781	Uquía
141898	PaleoDB	"C. Jaramillo"	Macraucheniidae		no			Pseudomacrauchenia		yepesi					Argentina	Jujuy	Quaternary	Pleistocene		1.200	0.781	Uquía
141898	PaleoDB	"C. Jaramillo"	Mylodontidae		no			Scelidotherium		sp.					Argentina	Jujuy	Quaternary	Pleistocene		1.200	0.781	Uquía
141898	PaleoDB	"C. Jaramillo"	Glyptodontidae	yes	no			Glyptodon		sp.					Argentina	Jujuy	Quaternary	Pleistocene		1.200	0.781	Uquía
141898	PaleoDB	"C. Jaramillo"	Glyptodontidae	yes	no			Neuryurus	?	sp.					Argentina	Jujuy	Quaternary	Pleistocene		1.200	0.781	Uquía
141933	PaleoDB	"C. Jaramillo"	Megatheriidae	yes	no	no		Megathericulus		patagonicus					Argentina	"Santa Cruz"	Neogene	Miocene		11.800	10.000	"Río Mayo"
141933	PaleoDB	"C. Jaramillo"					"n. gen."	Sibyllotherium	"n. sp."	guenguelianum					Argentina	"Santa Cruz"	Neogene	Miocene		11.800	10.000	"Río Mayo"
141933	PaleoDB	"C. Jaramillo"						Protypotherium	cf.	colloncurensis					Argentina	"Santa Cruz"	Neogene	Miocene		11.800	10.000	"Río Mayo"
141934	PaleoDB	"C. Jaramillo"	Megatheriidae	yes	no	no		Megathericulus		patagonicus					Argentina	Chubut	Neogene	Miocene		11.800	10.000	"Río Mayo"
141934	PaleoDB	"C. Jaramillo"					"n. gen."	Palaehoplophoroides	"n. sp."	rothi					Argentina	Chubut	Neogene	Miocene		11.800	10.000	"Río Mayo"
141939	PaleoDB	"C. Jaramillo"	Hegetotheriidae	no	no	no		Paedotherium		minor					Argentina	"La Pampa"	Neogene			9.000	4.000	"Cerro Azul"
141939	PaleoDB	"C. Jaramillo"						Pseudotypotherium		subinsigne					Argentina	"La Pampa"	Neogene			9.000	4.000	"Cerro Azul"
141939	PaleoDB	"C. Jaramillo"	Chinchillidae	yes	yes			Lagostomus		sp.					Argentina	"La Pampa"	Neogene			9.000	4.000	"Cerro Azul"
141939	PaleoDB	"C. Jaramillo"	Dinomyidae	yes	no			Tetrastylus		sp.					Argentina	"La Pampa"	Neogene			9.000	4.000	"Cerro Azul"
141939	PaleoDB	"C. Jaramillo"	Caviidae	yes	no			Orthomyctera		sp.					Argentina	"La Pampa"	Neogene			9.000	4.000	"Cerro Azul"
141939	PaleoDB	"C. Jaramillo"						Pampamys		emmonsae					Argentina	"La Pampa"	Neogene			9.000	4.000	"Cerro Azul"
141939	PaleoDB	"C. Jaramillo"	Octodontidae	yes	no	no		Phtoramys		homogenidens					Argentina	"La Pampa"	Neogene			9.000	4.000	"Cerro Azul"
141939	PaleoDB	"C. Jaramillo"			no	no		Neophanomys		biplicatus					Argentina	"La Pampa"	Neogene			9.000	4.000	"Cerro Azul"
141939	PaleoDB	"C. Jaramillo"						Xenodontomys	"n. sp."	elongatus					Argentina	"La Pampa"	Neogene			9.000	4.000	"Cerro Azul"
141939	PaleoDB	"C. Jaramillo"	Octodontidae	yes	no	no		Pithanotomys		macer					Argentina	"La Pampa"	Neogene			9.000	4.000	"Cerro Azul"
141939	PaleoDB	"C. Jaramillo"						Neophanomys	"n. sp."	recens					Argentina	"La Pampa"	Neogene			9.000	4.000	"Cerro Azul"
141939	PaleoDB	"C. Jaramillo"						Diplasiotherium		pampa					Argentina	"La Pampa"	Neogene			9.000	4.000	"Cerro Azul"
141939	PaleoDB	"C. Jaramillo"	Hegetotheriidae	no	no			Tremacyllus		sp.					Argentina	"La Pampa"	Neogene			9.000	4.000	"Cerro Azul"
141949	PaleoDB	"C. Jaramillo"	Mylodontidae		no	no		Scelidodon		chiliense					Argentina	"San Luis"	Quaternary			0.126	0.000	Uspara
142016	PaleoDB	"C. Jaramillo"	Gomphotheriidae		no	no		Cuvieronius		hyodon		Mastodon		andium	Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Tapiridae	yes	yes	yes		Tapirus	cf.	terrestris		Tapirus	cf.	americanus	Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Equidae	yes	yes	yes		Equus		caballus		Hippidium		neogaeum	Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Equidae	yes	no	no		Hippidion		devillei		Onohippidium		devillei	Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Equidae	yes	yes	no		Equus		andium		Equus		andium	Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Equidae	yes	yes			Equus		sp.					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Tayassuidae	yes		no		Dicotyles	cf.	major					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Camelidae	yes	no	no		Palaeolama		weddeli					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Camelidae	yes	no	no		Palaeolama		crequii					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Camelidae	yes	no	no		Hemiauchenia	cf.	paradoxa					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Camelidae	yes	yes	no		Lama		castelnaudi					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Camelidae	yes	yes	no		Lama		intermedia					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Camelidae	yes	yes	no		Lama		mesolithica					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Toxodontidae	no	no	no		Toxodon	cf.	platensis					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Macraucheniidae		no	no		Macrauchenia		patagonica					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Glyptodontidae	yes	no	no		Glyptodon		clavipes					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Dasypodidae	yes	yes	no		Dasypus	cf.	villosus					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Dasypodidae	yes	yes	yes		Euphractus	cf.	sexcinctus		Dasypus	cf.	sexcinctus	Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Dasypodidae	yes	no	no		Propraopus		sulcatus		Tatusia		grandis	Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Megatheriidae	yes	no	no		Megatherium		americanum					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Mylodontidae		no	no		Lestodon		armatus					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Mylodontidae		no	no		Glossotherium		robustum		Mylodon		robustus	Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Mylodontidae		no	no		Scelidotherium		patrium					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Mylodontidae		no	no		Scelidotherium		tarijense					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Ctenomyidae	yes	yes	no		Ctenomys		subassentiens					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"			yes	yes		Myocastor		coypus					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Caviidae	yes	yes	yes		Hydrochoerus		hydrochaeris		Hydrochoerus		capybara	Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Ursidae	yes		no		Arctotherium		tarijense					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Ursidae	yes		no		Arctotherium		wingei					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Canidae	yes	no	no		Protocyon		tarijensis					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Canidae	yes	yes	no		Canis		proplatensis					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Mustelidae	yes	yes	yes		Conepatus	cf.	suffocans					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Felidae	yes	yes	no		Felis		platensis					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142016	PaleoDB	"C. Jaramillo"	Felidae	yes	no	no		Smilodon		populator		Smilodon		neogaeus	Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	Tarija
142141	PaleoDB	"C. Jaramillo"	Glyptodontidae	yes	no	no		Glyptodon		munizi					Argentina	"Buenos Aires"	Quaternary	Pleistocene		1.200	0.781	Vorohué
142142	PaleoDB	"C. Jaramillo"	Glyptodontidae	yes	no	no		Glyptodon		reticulatus					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	Lujan
142142	PaleoDB	"C. Jaramillo"	Mylodontidae		no	no		Glossotherium		robustum					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	Lujan
142148	PaleoDB	"C. Jaramillo"	Thylacosmilidae	no		no	"n. gen."	Patagosmilus	"n. sp."	goini					Argentina	"Río Negro"	Neogene	Miocene		15.970	11.608	"Collón Curá"
142148	PaleoDB	"C. Jaramillo"				no	cf.	Microcardiodon		williensis					Argentina	"Río Negro"	Neogene	Miocene		15.970	11.608	"Collón Curá"
142148	PaleoDB	"C. Jaramillo"			no	no		Guiomys		unica					Argentina	"Río Negro"	Neogene	Miocene		15.970	11.608	"Collón Curá"
142158	PaleoDB	"C. Jaramillo"	Dasypodidae	yes	yes			Dasypus		sp.					Bolivia	Tarija	Quaternary	Pleistocene		0.126	0.012	
142158	PaleoDB	"C. Jaramillo"	Pampatheriidae	no	no			Pampatherium		sp.					Bolivia	Tarija	Quaternary	Pleistocene		0.126	0.012	
142158	PaleoDB	"C. Jaramillo"	Glyptodontidae	yes	no	no		Glyptodon	cf.	reticulatus					Bolivia	Tarija	Quaternary	Pleistocene		0.126	0.012	
142158	PaleoDB	"C. Jaramillo"	Mylodontidae		no	no		Lestodon	cf.	armatus					Bolivia	Tarija	Quaternary	Pleistocene		0.126	0.012	
142158	PaleoDB	"C. Jaramillo"	Megatheriidae	yes	no	no		Megatherium	cf.	tarijense					Bolivia	Tarija	Quaternary	Pleistocene		0.126	0.012	
142158	PaleoDB	"C. Jaramillo"	Erethizontidae	yes	yes			Coendou		sp.					Bolivia	Tarija	Quaternary	Pleistocene		0.126	0.012	
142158	PaleoDB	"C. Jaramillo"	Felidae	yes	no			Smilodon		sp.					Bolivia	Tarija	Quaternary	Pleistocene		0.126	0.012	
142158	PaleoDB	"C. Jaramillo"	Camelidae	yes	yes			Lama		sp.					Bolivia	Tarija	Quaternary	Pleistocene		0.126	0.012	
142158	PaleoDB	"C. Jaramillo"	Camelidae	yes	no			Palaeolama		sp.					Bolivia	Tarija	Quaternary	Pleistocene		0.126	0.012	
142158	PaleoDB	"C. Jaramillo"	Macraucheniidae		no	no		Macrauchenia	cf.	patagonica					Bolivia	Tarija	Quaternary	Pleistocene		0.126	0.012	
142158	PaleoDB	"C. Jaramillo"	Equidae	yes	yes			Equus		sp.					Bolivia	Tarija	Quaternary	Pleistocene		0.126	0.012	
142158	PaleoDB	"C. Jaramillo"	Gomphotheriidae		no	no		Cuvieronius		hyodon					Bolivia	Tarija	Quaternary	Pleistocene		0.126	0.012	
142160	PaleoDB	"C. Jaramillo"	Pampatheriidae	no	no			Pampatherium		sp.					Bolivia	Tarija	Quaternary	Pleistocene		0.02084	0.02084	
142160	PaleoDB	"C. Jaramillo"	Glyptodontidae	yes	no	no		Glyptodon	cf.	reticulatus					Bolivia	Tarija	Quaternary	Pleistocene		0.02084	0.02084	
142160	PaleoDB	"C. Jaramillo"	Glyptodontidae	yes	no			Glyptodon		sp.		Neothoracophorus		sp.	Bolivia	Tarija	Quaternary	Pleistocene		0.02084	0.02084	
142160	PaleoDB	"C. Jaramillo"	Mylodontidae		no	no		Lestodon	cf.	armatus					Bolivia	Tarija	Quaternary	Pleistocene		0.02084	0.02084	
142160	PaleoDB	"C. Jaramillo"	Camelidae	yes	yes			Lama		sp.					Bolivia	Tarija	Quaternary	Pleistocene		0.02084	0.02084	
142160	PaleoDB	"C. Jaramillo"	Camelidae	yes	no			Palaeolama		sp.					Bolivia	Tarija	Quaternary	Pleistocene		0.02084	0.02084	
142160	PaleoDB	"C. Jaramillo"	Equidae	yes	yes			Equus		sp.					Bolivia	Tarija	Quaternary	Pleistocene		0.02084	0.02084	
142160	PaleoDB	"C. Jaramillo"	Gomphotheriidae		no	no		Cuvieronius		hyodon					Bolivia	Tarija	Quaternary	Pleistocene		0.02084	0.02084	
142327	PaleoDB	"C. Jaramillo"	Equidae	yes	yes	no		Equus		insulatus		Equus		insulatus	Bolivia	Tarija	Quaternary	Pleistocene		0.126	0.012	Tarija
142338	PaleoDB	"C. Jaramillo"	Cricetidae	yes	yes	no		Holochilus		primigenus					Bolivia	Tarija	Quaternary	Pleistocene		2.588	0.781	
142339	PaleoDB	"C. Jaramillo"				no		Lycopsis	"n. sp."	viverensis					Argentina	"Buenos Aires"	Neogene	Miocene	Tortonian	10.000	9.000	"Arroyo Chasicó"
142365	PaleoDB	"C. Jaramillo"	Megatheriidae	yes	no	no		Eremotherium		sefvei					Bolivia	Oruro	Quaternary	Pleistocene		0.126	0.012	Ulloma
142380	PaleoDB	"C. Jaramillo"	Megatheriidae	yes	no	no		Megatherium		altiplanicum					Bolivia	"La Paz"	Neogene			6.800	4.000	Umala
142380	PaleoDB	"C. Jaramillo"					"n. gen."	Simomylodon	"n. sp."	uccasamamensis					Bolivia	"La Paz"	Neogene			6.800	4.000	Umala
142380	PaleoDB	"C. Jaramillo"	Didelphidae	yes	no	no		Sparassocynus		heterotopicus					Bolivia	"La Paz"	Neogene			6.800	4.000	Umala
142380	PaleoDB	"C. Jaramillo"	Argyrolagidae	no	no			Microtragulus		bolivianus					Bolivia	"La Paz"	Neogene			6.800	4.000	Umala
142380	PaleoDB	"C. Jaramillo"	Macraucheniidae		no			Macrauchenia		minor					Bolivia	"La Paz"	Neogene			6.800	4.000	Umala
142380	PaleoDB	"C. Jaramillo"	Toxodontidae	no	no			Posnanskytherium	cf.	viscachanense					Bolivia	"La Paz"	Neogene			6.800	4.000	Umala
142380	PaleoDB	"C. Jaramillo"	Octodontidae	yes	no			Praectenomys		sp.					Bolivia	"La Paz"	Neogene			6.800	4.000	Umala
142380	PaleoDB	"C. Jaramillo"	Octodontidae	yes	no			Praectenomys		sp.					Bolivia	"La Paz"	Neogene			6.800	4.000	Umala
142380	PaleoDB	"C. Jaramillo"	Hydrochoeridae	yes	no			Phugatherium		sp.		Chapalmatherium		sp.	Bolivia	"La Paz"	Neogene			6.800	4.000	Umala
142380	PaleoDB	"C. Jaramillo"	Pampatheriidae	no	no			Pampatherium		sp.					Bolivia	"La Paz"	Neogene			6.800	4.000	Umala
142380	PaleoDB	"C. Jaramillo"	Dasypodidae	yes	no			Macroeuphractus	cf.	moreni					Bolivia	"La Paz"	Neogene			6.800	4.000	Umala
142381	PaleoDB	"C. Jaramillo"	Megatheriidae	yes	no	no		Megatherium		altiplanicum					Bolivia	"La Paz"	Neogene	Pliocene	Zanclean	5.332	3.600	
142382	PaleoDB	"C. Jaramillo"	Megatheriidae	yes	no	no		Megatherium		altiplanicum					Bolivia	Oruro	Neogene	Pliocene	Zanclean	5.332	3.600	
142417	PaleoDB	"C. Jaramillo"	Ctenomyidae	yes	yes	no		Ctenomys		cotocaensis					Bolivia	"Santa Cruz"	Quaternary	Pleistocene		0.781	0.126	
