"","collection_no","source_database","collection.authorizer","family_name","family_extant","genus_extant","species_extant","occurrence.genus_reso","occurrence.genus_name","occurrence.species_reso","occurrence.species_name","original.genus_reso","original.genus_name","original.species_reso","original.species_name","country","state","period","epoch","stage","ma_max","ma_min","formation"
"4000",142428,"PaleoDB","C. Jaramillo","Caviidae","yes","no","no","","Rhodanodolichotis","","antepridiana","","","","","Colombia","Huila","Neogene","Miocene","",13.8,11.8,"Villavieja"
"4001",142486,"PaleoDB","C. Jaramillo","Caviidae","yes","no","no","","Eodolichotis","","maddeni","","","","","Colombia","Huila","Neogene","Miocene","",13.8,11.8,"La Victoria"
"4002",142494,"PaleoDB","C. Jaramillo","Caviidae","yes","no","no","","Eodolichotis","","maddeni","","","","","Colombia","Huila","Neogene","Miocene","",13.8,11.8,"La Victoria"
"4003",142494,"PaleoDB","C. Jaramillo","Caviidae","yes","no","no","","Eodolichotis","","elachys","","","","","Colombia","Huila","Neogene","Miocene","",13.8,11.8,"La Victoria"
"4004",142507,"PaleoDB","C. Jaramillo","Glyptodontidae","yes","no","no","","Glyptodon","cf.","elongatus","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",0.126,0.012,""
"4005",142529,"PaleoDB","C. Jaramillo","","","no","no","","Cladosictis","","patagonica","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4006",142529,"PaleoDB","C. Jaramillo","Palaeothentidae","","no","no","","Palaeothentes","","minutus","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4007",142529,"PaleoDB","C. Jaramillo","Dasypodidae","yes","no","","","Proeutatus","informal","NA","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4008",142529,"PaleoDB","C. Jaramillo","Dasypodidae","yes","no","","","Proeutatus","informal","NA","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4009",142529,"PaleoDB","C. Jaramillo","","","no","","","Hapalops","informal","NA","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4010",142529,"PaleoDB","C. Jaramillo","","","no","","","Hapalops","informal","NA","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4011",142529,"PaleoDB","C. Jaramillo","Astrapotheriidae","no","no","no","","Astrapotherium","","magnum","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4012",142529,"PaleoDB","C. Jaramillo","Toxodontidae","no","no","","","Adinotherium","","NA","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4013",142529,"PaleoDB","C. Jaramillo","Toxodontidae","no","no","","","Nesodon","","NA","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4014",142529,"PaleoDB","C. Jaramillo","Interatheriidae","no","no","no","","Protypotherium","","australe","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4015",142529,"PaleoDB","C. Jaramillo","Proterotheriidae","no","no","no","","Diadiaphorus","","majusculus","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4016",142529,"PaleoDB","C. Jaramillo","Eryomyidae","","no","","","Perimys","","NA","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4017",142529,"PaleoDB","C. Jaramillo","Dasyproctidae","yes","no","no","","Neoreomys","","australis","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4018",142529,"PaleoDB","C. Jaramillo","Eocardiidae","no","no","no","","Eocardia","","montana","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4019",142529,"PaleoDB","C. Jaramillo","Eocardiidae","no","no","no","","Eocardia","","excavata","","Eocardia","","excavata","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4020",142529,"PaleoDB","C. Jaramillo","Eocardiidae","no","no","","","Eocardia","","NA","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4021",142529,"PaleoDB","C. Jaramillo","Eocardiidae","no","no","no","","Phanomys","","mixtus","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4022",142529,"PaleoDB","C. Jaramillo","","","no","","","Stichomys","","NA","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4023",142529,"PaleoDB","C. Jaramillo","","","no","no","","Spaniomys","","modestus","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4024",142529,"PaleoDB","C. Jaramillo","Borhyaenidae","","","","","Borhyaena","","tuberata","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4025",142529,"PaleoDB","C. Jaramillo","Dasypodidae","yes","no","no","","Proeutatus","","oenophorum","","Proeutatus","","oenophorus","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4026",142529,"PaleoDB","C. Jaramillo","","","no","no","","Eucholoeops","","ingens","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4027",142529,"PaleoDB","C. Jaramillo","Toxodontidae","no","no","no","","Adinotherium","","ferum","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4028",142529,"PaleoDB","C. Jaramillo","Dasypodidae","yes","no","","","Proeutatus","","NA","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4029",142529,"PaleoDB","C. Jaramillo","Dasypodidae","yes","no","","","Prozaedius","","NA","","Prozaedyus","","sp.","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4030",142529,"PaleoDB","C. Jaramillo","Dasypodidae","yes","yes","no","","Dasypus","","patagonicus","","Stenotatus","","patagonicus","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4031",142529,"PaleoDB","C. Jaramillo","","","no","","cf.","Hapalops","","NA","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4032",142529,"PaleoDB","C. Jaramillo","","","no","","","Eucholoeops","","NA","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4033",142529,"PaleoDB","C. Jaramillo","Dasyproctidae","yes","no","","","Neoreomys","","NA","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4034",142529,"PaleoDB","C. Jaramillo","Interatheriidae","no","no","","","Protypotherium","","NA","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4035",142529,"PaleoDB","C. Jaramillo","Interatheriidae","no","no","no","","Protypotherium","cf.","attenuatum","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4036",142529,"PaleoDB","C. Jaramillo","Toxodontidae","no","no","no","","Adinotherium","","ovinum","","","","","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4037",142529,"PaleoDB","C. Jaramillo","Dasypodidae","yes","no","","","Prozaedyus","","proximus","","Prozaedyus","","sp.","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4038",142529,"PaleoDB","C. Jaramillo","Dasypodidae","yes","yes","no","","Dasypus","cf.","patagonicus","","Stenotatus","cf.","patagonicus","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4039",142529,"PaleoDB","C. Jaramillo","","","no","","","Eucholoeops","","NA","","Eucholaeops","informal","sp. 1","Argentina","Santa Cruz","Neogene","Miocene","Burdigalian",17.5,16.3,"Santa Cruz"
"4040",142533,"PaleoDB","C. Jaramillo","","","no","no","","Sipalocyon","","gracilis","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4041",142533,"PaleoDB","C. Jaramillo","Palaeothentidae","","no","no","","Palaeothentes","","minutus","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4042",142533,"PaleoDB","C. Jaramillo","Palaeothentidae","","no","no","","Palaeothentes","","lemoinei","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4043",142533,"PaleoDB","C. Jaramillo","Peltephilidae","","no","no","","Peltephilus","","strepens","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4044",142533,"PaleoDB","C. Jaramillo","","","no","","","Eucholoeops","informal","NA","","Eucholaeops","informal","sp. 1","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4045",142533,"PaleoDB","C. Jaramillo","","","no","","","Eucholoeops","informal","NA","","Eucholaeops","informal","sp. 2","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4046",142533,"PaleoDB","C. Jaramillo","","","no","","","Hapalops","informal","NA","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4047",142533,"PaleoDB","C. Jaramillo","","","no","","","Hapalops","informal","NA","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4048",142533,"PaleoDB","C. Jaramillo","Astrapotheriidae","no","no","no","","Astrapotherium","","magnum","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4049",142533,"PaleoDB","C. Jaramillo","Interatheriidae","no","no","no","","Protypotherium","","australe","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4050",142533,"PaleoDB","C. Jaramillo","","","","","","Interatherium","","robustum","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4051",142533,"PaleoDB","C. Jaramillo","Hegetotheriidae","no","no","no","","Hegetotherium","","mirabile","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4052",142533,"PaleoDB","C. Jaramillo","Proterotheriidae","no","","no","","Licaphrium","","floweri","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4053",142533,"PaleoDB","C. Jaramillo","Proterotheriidae","no","no","no","","Thoatherium","","minusculum","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4054",142533,"PaleoDB","C. Jaramillo","Eryomyidae","","no","","","Perimys","","NA","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4055",142533,"PaleoDB","C. Jaramillo","Dasyproctidae","yes","no","no","","Neoreomys","","australis","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4056",142533,"PaleoDB","C. Jaramillo","Eocardiidae","no","no","no","","Eocardia","","montana","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4057",142533,"PaleoDB","C. Jaramillo","","","no","no","","Spaniomys","","modestus","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4058",142533,"PaleoDB","C. Jaramillo","Microbiotheriidae","","no","no","","Microbiotherium","","tehuelchum","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4059",142533,"PaleoDB","C. Jaramillo","Acaremyidae","","no","no","","Acaremys","","murinus","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4060",142533,"PaleoDB","C. Jaramillo","","","no","no","","Cladosictis","","patagonica","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4061",142533,"PaleoDB","C. Jaramillo","","","","no","","Lycopsis","","torresi","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4062",142533,"PaleoDB","C. Jaramillo","Borhyaenidae","","no","no","","Arctodictis","","munizi","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4063",142533,"PaleoDB","C. Jaramillo","Glyptodontidae","yes","yes","","","Propalaehoplophorus","","incisivus","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4064",142533,"PaleoDB","C. Jaramillo","Glyptodontidae","yes","yes","yes","","Propalaehoplophorus","","minus","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4065",142533,"PaleoDB","C. Jaramillo","Interatheriidae","no","no","no","","Protypotherium","","praerutilum","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4066",142533,"PaleoDB","C. Jaramillo","Toxodontidae","no","no","no","","Adinotherium","n. sp.","ferum","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4067",142533,"PaleoDB","C. Jaramillo","Toxodontidae","no","no","no","","Nesodon","","imbricatus","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4068",142533,"PaleoDB","C. Jaramillo","Proterotheriidae","no","no","no","","Diadiaphorus","n. sp.","robustus","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4069",142533,"PaleoDB","C. Jaramillo","Proterotheriidae","no","no","","","Tetramerorhinus","n. sp.","mixtum","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4070",142533,"PaleoDB","C. Jaramillo","Macraucheniidae","","no","no","","Theosodon","","gracilis","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4071",142533,"PaleoDB","C. Jaramillo","Macraucheniidae","","no","no","","Theosodon","n. sp.","lydekkeri","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4072",142533,"PaleoDB","C. Jaramillo","","","no","no","","Steiromys","","duplicatus","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4073",142533,"PaleoDB","C. Jaramillo","Necrolestidae","","","no","","Necrolestes","","patagonensis","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4074",142533,"PaleoDB","C. Jaramillo","","","","no","","Perathereutes","","pungens","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4075",142533,"PaleoDB","C. Jaramillo","Peltephilidae","","no","no","","Peltephilus","","pumilus","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4076",142533,"PaleoDB","C. Jaramillo","Dasypodidae","yes","yes","no","","Dasypus","","patagonicus","","Stenotatus","","patagonicus","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4077",142533,"PaleoDB","C. Jaramillo","Glyptodontidae","yes","no","no","","Cochlops","","muricatus","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4078",142533,"PaleoDB","C. Jaramillo","Megalonychidae","yes","no","","","Hyperleptus","","NA","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4079",142533,"PaleoDB","C. Jaramillo","","","no","no","","Eucholoeops","","fronto","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4080",142533,"PaleoDB","C. Jaramillo","","","no","no","","Eucholoeops","","ingens","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4081",142533,"PaleoDB","C. Jaramillo","Mylodontidae","","no","","","Nematherium","","NA","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4082",142533,"PaleoDB","C. Jaramillo","Eocardiidae","no","","no","","Dicardia","","fissa","","Eocardia","","fissa","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4083",142533,"PaleoDB","C. Jaramillo","","","no","no","","Steiromys","","detentus","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4084",142533,"PaleoDB","C. Jaramillo","","","no","","","Sciamys","","NA","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4085",142533,"PaleoDB","C. Jaramillo","","","","no","n. gen.","Adiastaltus","n. sp.","habilis","","","","","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4086",142533,"PaleoDB","C. Jaramillo","Adianthidae","","","no","n. gen.","Adianthus","n. sp.","buccatus","n. gen.","Adianthus","n. sp.","bucatus","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4087",142533,"PaleoDB","C. Jaramillo","","","no","no","","Sipalocyon","n. sp.","gracilis","","Amphiproviverra","n. sp.","crassa","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4088",142533,"PaleoDB","C. Jaramillo","","","no","no","","Cladosictis","n. sp.","patagonica","","Cladosictis","n. sp.","lateralis","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4089",142533,"PaleoDB","C. Jaramillo","Borhyaenidae","","","no","n. gen.","Prothylacynus","n. sp.","patagonicus","n. gen.","Napodonictis","n. sp.","thylacynoides","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4090",142533,"PaleoDB","C. Jaramillo","Borhyaenidae","","","no","","Prothylacynus","n. sp.","patagonicus","","Prothylacynus","n. sp.","brachyrhynchus","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4091",142533,"PaleoDB","C. Jaramillo","","","","no","","Lycopsis","n. sp.","torresi","","Anatherium","n. sp.","oxyrhynchus","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4092",142533,"PaleoDB","C. Jaramillo","Borhyaenidae","","","","","Borhyaena","","tuberata","","Borhyaena","","tuberata","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4093",142533,"PaleoDB","C. Jaramillo","Borhyaenidae","","","no","n. gen.","Prothylacynus","n. sp.","patagonicus","","Prothylacynus","","patagonicus","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4094",142533,"PaleoDB","C. Jaramillo","Dasypodidae","yes","no","","","Prozaedyus","","proximus","","Prozaedyus","","sp.","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4095",142533,"PaleoDB","C. Jaramillo","Dasypodidae","yes","no","no","","Proeutatus","","oenophorum","","Proeutatus","informal","sp. 1","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4096",142533,"PaleoDB","C. Jaramillo","Glyptodontidae","yes","yes","yes","","Propalaehoplophorus","","australis","","Propalaehoplophorus","informal","sp. 1","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4097",142533,"PaleoDB","C. Jaramillo","Toxodontidae","no","no","no","","Adinotherium","","ovinum","","Adinotherium","","sp.","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4098",142533,"PaleoDB","C. Jaramillo","Toxodontidae","no","no","no","","Nesodon","","imbricatus","","Nesodon","","sp.","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4099",142533,"PaleoDB","C. Jaramillo","","","","","","Homalodotherium","","cunninghami","","Homalodotherium","","sp.","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
"4100",142533,"PaleoDB","C. Jaramillo","Interatheriidae","no","no","no","","Protypotherium","","attenuatum","","Protypotherium","","attenuatum","Argentina","Santa Cruz","Neogene","Miocene","",23.03,15.97,"Santa Cruz"
