"","collection_no","source_database","collection.authorizer","family_name","family_extant","genus_extant","species_extant","occurrence.genus_reso","occurrence.genus_name","occurrence.species_reso","occurrence.species_name","original.genus_reso","original.genus_name","original.species_reso","original.species_name","country","state","period","epoch","stage","ma_max","ma_min","formation"
"3852",141368,"PaleoDB","C. Jaramillo","Microbiotheriidae","","no","no","","Eomicrobiotherium","n. sp.","mykerum","","","","","Argentina","Chubut","Neogene","Miocene","",21,17.5,"Sarmiento"
"3853",141368,"PaleoDB","C. Jaramillo","Microbiotheriidae","","no","","","Microbiotherium","","NA","","","","","Argentina","Chubut","Neogene","Miocene","",21,17.5,"Sarmiento"
"3854",141368,"PaleoDB","C. Jaramillo","Argyrolagidae","no","","no","","Proargyrolagus","n. sp.","argentinus","","","","","Argentina","Chubut","Neogene","Miocene","",21,17.5,"Sarmiento"
"3855",141368,"PaleoDB","C. Jaramillo","Macraucheniidae","","","no","n. gen.","Cramauchenia","n. sp.","normalis","","","","","Argentina","Chubut","Neogene","Miocene","",21,17.5,"Sarmiento"
"3856",141368,"PaleoDB","C. Jaramillo","","","","","","Saremmys","","ligcura","","","","","Argentina","Chubut","Neogene","Miocene","",21,17.5,"Sarmiento"
"3857",141368,"PaleoDB","C. Jaramillo","","","","","","Pternoconius","n. sp.","tournoueri","","","","","Argentina","Chubut","Neogene","Miocene","",21,17.5,"Sarmiento"
"3858",141368,"PaleoDB","C. Jaramillo","","","","","","Stegotherium","n. sp.","pascuali","","","","","Argentina","Chubut","Neogene","Miocene","",21,17.5,"Sarmiento"
"3859",141368,"PaleoDB","C. Jaramillo","","","","","","Stegotherium","n. sp.","caroloameghinoi","","","","","Argentina","Chubut","Neogene","Miocene","",21,17.5,"Sarmiento"
"3860",141368,"PaleoDB","C. Jaramillo","Erethizontidae","yes","no","no","n. gen.","Branisamyopsis","n. sp.","australis","","","","","Argentina","Chubut","Neogene","Miocene","",21,17.5,"Sarmiento"
"3861",141369,"PaleoDB","C. Jaramillo","Toxodontidae","no","","no","n. gen.","Calchaquitherium","n. sp.","mixtum","","","","","Argentina","Catamarca","Neogene","Miocene","",9,6.8,"El Morterito"
"3862",141369,"PaleoDB","C. Jaramillo","","","","","","Sphenotherus","","zavaletianus","","","","","Argentina","Catamarca","Neogene","Miocene","",9,6.8,"El Morterito"
"3863",141508,"PaleoDB","M. Uhen","Dugongidae","yes","no","","","Metaxytherium","","NA","","","","","Argentina","Entre Rios","Neogene","Miocene","",11.608,5.332,"Parana"
"3864",141513,"PaleoDB","M. Uhen","Dugongidae","yes","no","","","Dioplotherium","","NA","","","","","Argentina","Entre Rios","Neogene","Miocene","",11.608,5.332,"Parana"
"3865",141592,"PaleoDB","C. Jaramillo","","","","no","n. gen.","Aenigmys","n. sp.","diamantensis","","","","","Argentina","Entre Ríos","Quaternary","Pleistocene","",2.588,0.012,"Hernandarias"
"3866",141592,"PaleoDB","C. Jaramillo","","","no","","","Eumysops","","NA","","","","","Argentina","Entre Ríos","Quaternary","Pleistocene","",2.588,0.012,"Hernandarias"
"3867",141758,"PaleoDB","C. Jaramillo","Didolodontidae","","","no","n. gen.","Oxybunotherium","n. sp.","praecursor","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,""
"3868",141758,"PaleoDB","C. Jaramillo","Polydolopidae","no","","no","","Eudolops","","tetragonus","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,""
"3869",141758,"PaleoDB","C. Jaramillo","Polydolopidae","no","no","no","","Amphidolops","","serrula","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,""
"3870",141758,"PaleoDB","C. Jaramillo","Polydolopidae","no","no","no","","Polydolops","","thomasi","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,""
"3871",141758,"PaleoDB","C. Jaramillo","","","no","","","Notopithecus","","NA","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,""
"3872",141894,"PaleoDB","C. Jaramillo","Ctenomyidae","yes","yes","","","Ctenomys","","chapadmalensis","","","","","Argentina","Jujuy","Neogene","Pliocene","",4,3,"Uquía"
"3873",141894,"PaleoDB","C. Jaramillo","Caviidae","yes","yes","","","Microcavia","","NA","","","","","Argentina","Jujuy","Neogene","Pliocene","",4,3,"Uquía"
"3874",141894,"PaleoDB","C. Jaramillo","","","","","","Paraglyptodon","","uquiensis","","","","","Argentina","Jujuy","Neogene","Pliocene","",4,3,"Uquía"
"3875",141894,"PaleoDB","C. Jaramillo","Pampatheriidae","no","no","","","Plaina","","NA","","","","","Argentina","Jujuy","Neogene","Pliocene","",4,3,"Uquía"
"3876",141894,"PaleoDB","C. Jaramillo","Dasypodidae","yes","no","no","","Doellotatus","","chapadmalensis","","","","","Argentina","Jujuy","Neogene","Pliocene","",4,3,"Uquía"
"3877",141894,"PaleoDB","C. Jaramillo","Mylodontidae","","no","","","Scelidotheridium","","NA","","","","","Argentina","Jujuy","Neogene","Pliocene","",4,3,"Uquía"
"3878",141894,"PaleoDB","C. Jaramillo","","","","","","Ctenomys","n. sp.","uquiensis","","","","","Argentina","Jujuy","Neogene","Pliocene","",4,3,"Uquía"
"3879",141896,"PaleoDB","C. Jaramillo","Tayassuidae","yes","no","","","Platygonus","","uquiensis","","","","","Argentina","Jujuy","Neogene","Pliocene","Piacenzian",3.6,2.588,"Uquía"
"3880",141896,"PaleoDB","C. Jaramillo","Equidae","yes","no","no","","Hippidion","","devillei","","","","","Argentina","Jujuy","Neogene","Pliocene","Piacenzian",3.6,2.588,"Uquía"
"3881",141896,"PaleoDB","C. Jaramillo","Macraucheniidae","","no","","","Windhausenia","","delacroixi","","","","","Argentina","Jujuy","Neogene","Pliocene","Piacenzian",3.6,2.588,"Uquía"
"3882",141896,"PaleoDB","C. Jaramillo","Ctenomyidae","yes","yes","","","Ctenomys","","chapadmalensis","","","","","Argentina","Jujuy","Neogene","Pliocene","Piacenzian",3.6,2.588,"Uquía"
"3883",141896,"PaleoDB","C. Jaramillo","Caviidae","yes","no","no","","Hydrochoeropsis","","dasseni","","","","","Argentina","Jujuy","Neogene","Pliocene","Piacenzian",3.6,2.588,"Uquía"
"3884",141896,"PaleoDB","C. Jaramillo","Megatheriidae","yes","no","","","Megatherium","?","uquiensis","","","","","Argentina","Jujuy","Neogene","Pliocene","Piacenzian",3.6,2.588,"Uquía"
"3885",141896,"PaleoDB","C. Jaramillo","","","","","","Pyramiodontherium","?","carlesi","","","","","Argentina","Jujuy","Neogene","Pliocene","Piacenzian",3.6,2.588,"Uquía"
"3886",141896,"PaleoDB","C. Jaramillo","Mylodontidae","","no","","","Lestodon","?","castellanosi","","","","","Argentina","Jujuy","Neogene","Pliocene","Piacenzian",3.6,2.588,"Uquía"
"3887",141896,"PaleoDB","C. Jaramillo","","","","","","Paraglyptodon","","uquiensis","","","","","Argentina","Jujuy","Neogene","Pliocene","Piacenzian",3.6,2.588,"Uquía"
"3888",141896,"PaleoDB","C. Jaramillo","Glyptodontidae","yes","no","","","Panochthus","?","NA","","","","","Argentina","Jujuy","Neogene","Pliocene","Piacenzian",3.6,2.588,"Uquía"
"3889",141896,"PaleoDB","C. Jaramillo","Glyptodontidae","yes","no","","","Urotherium","","NA","","","","","Argentina","Jujuy","Neogene","Pliocene","Piacenzian",3.6,2.588,"Uquía"
"3890",141896,"PaleoDB","C. Jaramillo","Glyptodontidae","yes","no","","","Xiphuroides","","uquiensis","","","","","Argentina","Jujuy","Neogene","Pliocene","Piacenzian",3.6,2.588,"Uquía"
"3891",141896,"PaleoDB","C. Jaramillo","Dasypodidae","yes","yes","yes","","Chaetophractus","cf.","villosus","","","","","Argentina","Jujuy","Neogene","Pliocene","Piacenzian",3.6,2.588,"Uquía"
"3892",141896,"PaleoDB","C. Jaramillo","Erethizontidae","yes","yes","","","Coendou","","NA","","Erethizon","","sp.","Argentina","Jujuy","Neogene","Pliocene","Piacenzian",3.6,2.588,"Uquía"
"3893",141898,"PaleoDB","C. Jaramillo","Equidae","yes","no","no","","Hippidion","","devillei","","","","","Argentina","Jujuy","Quaternary","Pleistocene","",1.2,0.781,"Uquía"
"3894",141898,"PaleoDB","C. Jaramillo","Macraucheniidae","","no","","","Pseudomacrauchenia","","yepesi","","","","","Argentina","Jujuy","Quaternary","Pleistocene","",1.2,0.781,"Uquía"
"3895",141898,"PaleoDB","C. Jaramillo","Mylodontidae","","no","","","Scelidotherium","","NA","","","","","Argentina","Jujuy","Quaternary","Pleistocene","",1.2,0.781,"Uquía"
"3896",141898,"PaleoDB","C. Jaramillo","Glyptodontidae","yes","no","","","Glyptodon","","NA","","","","","Argentina","Jujuy","Quaternary","Pleistocene","",1.2,0.781,"Uquía"
"3897",141898,"PaleoDB","C. Jaramillo","Glyptodontidae","yes","no","","","Neuryurus","?","NA","","","","","Argentina","Jujuy","Quaternary","Pleistocene","",1.2,0.781,"Uquía"
"3898",141933,"PaleoDB","C. Jaramillo","Megatheriidae","yes","no","no","","Megathericulus","","patagonicus","","","","","Argentina","Santa Cruz","Neogene","Miocene","",11.8,10,"Río Mayo"
"3899",141933,"PaleoDB","C. Jaramillo","","","","","n. gen.","Sibyllotherium","n. sp.","guenguelianum","","","","","Argentina","Santa Cruz","Neogene","Miocene","",11.8,10,"Río Mayo"
"3900",141933,"PaleoDB","C. Jaramillo","","","","","","Protypotherium","cf.","colloncurensis","","","","","Argentina","Santa Cruz","Neogene","Miocene","",11.8,10,"Río Mayo"
"3901",141934,"PaleoDB","C. Jaramillo","Megatheriidae","yes","no","no","","Megathericulus","","patagonicus","","","","","Argentina","Chubut","Neogene","Miocene","",11.8,10,"Río Mayo"
"3902",141934,"PaleoDB","C. Jaramillo","","","","","n. gen.","Palaehoplophoroides","n. sp.","rothi","","","","","Argentina","Chubut","Neogene","Miocene","",11.8,10,"Río Mayo"
"3903",141939,"PaleoDB","C. Jaramillo","Hegetotheriidae","no","no","no","","Paedotherium","","minor","","","","","Argentina","La Pampa","Neogene","","",9,4,"Cerro Azul"
"3904",141939,"PaleoDB","C. Jaramillo","","","","","","Pseudotypotherium","","subinsigne","","","","","Argentina","La Pampa","Neogene","","",9,4,"Cerro Azul"
"3905",141939,"PaleoDB","C. Jaramillo","Chinchillidae","yes","yes","","","Lagostomus","","NA","","","","","Argentina","La Pampa","Neogene","","",9,4,"Cerro Azul"
"3906",141939,"PaleoDB","C. Jaramillo","Dinomyidae","yes","no","","","Tetrastylus","","NA","","","","","Argentina","La Pampa","Neogene","","",9,4,"Cerro Azul"
"3907",141939,"PaleoDB","C. Jaramillo","Caviidae","yes","no","","","Orthomyctera","","NA","","","","","Argentina","La Pampa","Neogene","","",9,4,"Cerro Azul"
"3908",141939,"PaleoDB","C. Jaramillo","","","","","","Pampamys","","emmonsae","","","","","Argentina","La Pampa","Neogene","","",9,4,"Cerro Azul"
"3909",141939,"PaleoDB","C. Jaramillo","Octodontidae","yes","no","no","","Phtoramys","","homogenidens","","","","","Argentina","La Pampa","Neogene","","",9,4,"Cerro Azul"
"3910",141939,"PaleoDB","C. Jaramillo","","","no","no","","Neophanomys","","biplicatus","","","","","Argentina","La Pampa","Neogene","","",9,4,"Cerro Azul"
"3911",141939,"PaleoDB","C. Jaramillo","","","","","","Xenodontomys","n. sp.","elongatus","","","","","Argentina","La Pampa","Neogene","","",9,4,"Cerro Azul"
"3912",141939,"PaleoDB","C. Jaramillo","Octodontidae","yes","no","no","","Pithanotomys","","macer","","","","","Argentina","La Pampa","Neogene","","",9,4,"Cerro Azul"
"3913",141939,"PaleoDB","C. Jaramillo","","","","","","Neophanomys","n. sp.","recens","","","","","Argentina","La Pampa","Neogene","","",9,4,"Cerro Azul"
"3914",141939,"PaleoDB","C. Jaramillo","","","","","","Diplasiotherium","","pampa","","","","","Argentina","La Pampa","Neogene","","",9,4,"Cerro Azul"
"3915",141939,"PaleoDB","C. Jaramillo","Hegetotheriidae","no","no","","","Tremacyllus","","NA","","","","","Argentina","La Pampa","Neogene","","",9,4,"Cerro Azul"
"3916",141949,"PaleoDB","C. Jaramillo","Mylodontidae","","no","no","","Scelidodon","","chiliense","","","","","Argentina","San Luis","Quaternary","","",0.126,0,"Uspara"
"3917",142016,"PaleoDB","C. Jaramillo","Gomphotheriidae","","no","no","","Cuvieronius","","hyodon","","Mastodon","","andium","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3918",142016,"PaleoDB","C. Jaramillo","Tapiridae","yes","yes","yes","","Tapirus","cf.","terrestris","","Tapirus","cf.","americanus","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3919",142016,"PaleoDB","C. Jaramillo","Equidae","yes","yes","yes","","Equus","","caballus","","Hippidium","","neogaeum","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3920",142016,"PaleoDB","C. Jaramillo","Equidae","yes","no","no","","Hippidion","","devillei","","Onohippidium","","devillei","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3921",142016,"PaleoDB","C. Jaramillo","Equidae","yes","yes","no","","Equus","","andium","","Equus","","andium","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3922",142016,"PaleoDB","C. Jaramillo","Equidae","yes","yes","","","Equus","","NA","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3923",142016,"PaleoDB","C. Jaramillo","Tayassuidae","yes","","no","","Dicotyles","cf.","major","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3924",142016,"PaleoDB","C. Jaramillo","Camelidae","yes","no","no","","Palaeolama","","weddelli","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3925",142016,"PaleoDB","C. Jaramillo","Camelidae","yes","no","no","","Palaeolama","","crequii","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3926",142016,"PaleoDB","C. Jaramillo","Camelidae","yes","no","no","","Hemiauchenia","cf.","paradoxa","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3927",142016,"PaleoDB","C. Jaramillo","Camelidae","yes","yes","no","","Lama","","castelnaudi","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3928",142016,"PaleoDB","C. Jaramillo","Camelidae","yes","yes","no","","Lama","","intermedia","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3929",142016,"PaleoDB","C. Jaramillo","Camelidae","yes","yes","no","","Lama","","mesolithica","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3930",142016,"PaleoDB","C. Jaramillo","Toxodontidae","no","no","no","","Toxodon","cf.","platensis","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3931",142016,"PaleoDB","C. Jaramillo","Macraucheniidae","","no","no","","Macrauchenia","","patagonica","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3932",142016,"PaleoDB","C. Jaramillo","Glyptodontidae","yes","no","no","","Glyptodon","","clavipes","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3933",142016,"PaleoDB","C. Jaramillo","Dasypodidae","yes","yes","no","","Dasypus","cf.","villosus","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3934",142016,"PaleoDB","C. Jaramillo","Dasypodidae","yes","yes","yes","","Euphractus","cf.","sexcinctus","","Dasypus","cf.","sexcinctus","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3935",142016,"PaleoDB","C. Jaramillo","Dasypodidae","yes","no","no","","Propraopus","","sulcatus","","Tatusia","","grandis","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3936",142016,"PaleoDB","C. Jaramillo","Megatheriidae","yes","no","no","","Megatherium","","americanum","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3937",142016,"PaleoDB","C. Jaramillo","Mylodontidae","","no","no","","Lestodon","","armatus","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3938",142016,"PaleoDB","C. Jaramillo","Mylodontidae","","no","no","","Glossotherium","","robustum","","Mylodon","","robustus","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3939",142016,"PaleoDB","C. Jaramillo","Mylodontidae","","no","no","","Scelidotherium","","patrium","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3940",142016,"PaleoDB","C. Jaramillo","Mylodontidae","","no","no","","Scelidotherium","","tarijense","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3941",142016,"PaleoDB","C. Jaramillo","Ctenomyidae","yes","yes","no","","Ctenomys","","subassentiens","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3942",142016,"PaleoDB","C. Jaramillo","","","yes","yes","","Myocastor","","coypus","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3943",142016,"PaleoDB","C. Jaramillo","Caviidae","yes","yes","yes","","Hydrochoerus","","hydrochaeris","","Hydrochoerus","","capybara","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3944",142016,"PaleoDB","C. Jaramillo","Ursidae","yes","","no","","Arctotherium","","tarijense","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3945",142016,"PaleoDB","C. Jaramillo","Ursidae","yes","","no","","Arctotherium","","wingei","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3946",142016,"PaleoDB","C. Jaramillo","Canidae","yes","no","no","","Protocyon","","tarijensis","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3947",142016,"PaleoDB","C. Jaramillo","Canidae","yes","yes","no","","Canis","","proplatensis","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3948",142016,"PaleoDB","C. Jaramillo","Mustelidae","yes","yes","yes","","Conepatus","cf.","suffocans","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3949",142016,"PaleoDB","C. Jaramillo","Felidae","yes","yes","no","","Felis","","platensis","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3950",142016,"PaleoDB","C. Jaramillo","Felidae","yes","no","no","","Smilodon","","populator","","Smilodon","","neogaeus","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,"Tarija"
"3951",142141,"PaleoDB","C. Jaramillo","Glyptodontidae","yes","no","no","","Glyptodon","","munizi","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",1.2,0.781,"Vorohué"
"3952",142142,"PaleoDB","C. Jaramillo","Glyptodontidae","yes","no","no","","Glyptodon","","reticulatus","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"3953",142142,"PaleoDB","C. Jaramillo","Mylodontidae","","no","no","","Glossotherium","","robustum","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"3954",142148,"PaleoDB","C. Jaramillo","Thylacosmilidae","no","","no","n. gen.","Patagosmilus","n. sp.","goini","","","","","Argentina","Río Negro","Neogene","Miocene","",15.97,11.608,"Collón Curá"
"3955",142148,"PaleoDB","C. Jaramillo","","","","no","cf.","Microcardiodon","","williensis","","","","","Argentina","Río Negro","Neogene","Miocene","",15.97,11.608,"Collón Curá"
"3956",142148,"PaleoDB","C. Jaramillo","","","no","no","","Guiomys","","unica","","","","","Argentina","Río Negro","Neogene","Miocene","",15.97,11.608,"Collón Curá"
"3957",142158,"PaleoDB","C. Jaramillo","Dasypodidae","yes","yes","","","Dasypus","","NA","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",0.126,0.012,""
"3958",142158,"PaleoDB","C. Jaramillo","Pampatheriidae","no","no","","","Pampatherium","","NA","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",0.126,0.012,""
"3959",142158,"PaleoDB","C. Jaramillo","Glyptodontidae","yes","no","no","","Glyptodon","cf.","reticulatus","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",0.126,0.012,""
"3960",142158,"PaleoDB","C. Jaramillo","Mylodontidae","","no","no","","Lestodon","cf.","armatus","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",0.126,0.012,""
"3961",142158,"PaleoDB","C. Jaramillo","Megatheriidae","yes","no","no","","Megatherium","cf.","tarijense","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",0.126,0.012,""
"3962",142158,"PaleoDB","C. Jaramillo","Erethizontidae","yes","yes","","","Coendou","","NA","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",0.126,0.012,""
"3963",142158,"PaleoDB","C. Jaramillo","Felidae","yes","no","","","Smilodon","","NA","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",0.126,0.012,""
"3964",142158,"PaleoDB","C. Jaramillo","Camelidae","yes","yes","","","Lama","","NA","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",0.126,0.012,""
"3965",142158,"PaleoDB","C. Jaramillo","Camelidae","yes","no","","","Palaeolama","","NA","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",0.126,0.012,""
"3966",142158,"PaleoDB","C. Jaramillo","Macraucheniidae","","no","no","","Macrauchenia","cf.","patagonica","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",0.126,0.012,""
"3967",142158,"PaleoDB","C. Jaramillo","Equidae","yes","yes","","","Equus","","NA","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",0.126,0.012,""
"3968",142158,"PaleoDB","C. Jaramillo","Gomphotheriidae","","no","no","","Cuvieronius","","hyodon","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",0.126,0.012,""
"3969",142160,"PaleoDB","C. Jaramillo","Pampatheriidae","no","no","","","Pampatherium","","NA","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",0.02084,0.02084,""
"3970",142160,"PaleoDB","C. Jaramillo","Glyptodontidae","yes","no","no","","Glyptodon","cf.","reticulatus","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",0.02084,0.02084,""
"3971",142160,"PaleoDB","C. Jaramillo","Glyptodontidae","yes","no","","","Glyptodon","","NA","","Neothoracophorus","","sp.","Bolivia","Tarija","Quaternary","Pleistocene","",0.02084,0.02084,""
"3972",142160,"PaleoDB","C. Jaramillo","Mylodontidae","","no","no","","Lestodon","cf.","armatus","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",0.02084,0.02084,""
"3973",142160,"PaleoDB","C. Jaramillo","Camelidae","yes","yes","","","Lama","","NA","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",0.02084,0.02084,""
"3974",142160,"PaleoDB","C. Jaramillo","Camelidae","yes","no","","","Palaeolama","","NA","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",0.02084,0.02084,""
"3975",142160,"PaleoDB","C. Jaramillo","Equidae","yes","yes","","","Equus","","NA","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",0.02084,0.02084,""
"3976",142160,"PaleoDB","C. Jaramillo","Gomphotheriidae","","no","no","","Cuvieronius","","hyodon","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",0.02084,0.02084,""
"3977",142327,"PaleoDB","C. Jaramillo","Equidae","yes","yes","no","","Equus","","insulatus","","Equus","","insulatus","Bolivia","Tarija","Quaternary","Pleistocene","",0.126,0.012,"Tarija"
"3978",142338,"PaleoDB","C. Jaramillo","Cricetidae","yes","yes","no","","Holochilus","","primigenus","","","","","Bolivia","Tarija","Quaternary","Pleistocene","",2.588,0.781,""
"3979",142339,"PaleoDB","C. Jaramillo","","","","no","","Lycopsis","n. sp.","viverensis","","","","","Argentina","Buenos Aires","Neogene","Miocene","Tortonian",10,9,"Arroyo Chasicó"
"3980",142365,"PaleoDB","C. Jaramillo","Megatheriidae","yes","no","no","","Eremotherium","","sefvei","","","","","Bolivia","Oruro","Quaternary","Pleistocene","",0.126,0.012,"Ulloma"
"3981",142380,"PaleoDB","C. Jaramillo","Megatheriidae","yes","no","no","","Megatherium","","altiplanicum","","","","","Bolivia","La Paz","Neogene","","",6.8,4,"Umala"
"3982",142380,"PaleoDB","C. Jaramillo","","","","","n. gen.","Simomylodon","n. sp.","uccasamamensis","","","","","Bolivia","La Paz","Neogene","","",6.8,4,"Umala"
"3983",142380,"PaleoDB","C. Jaramillo","Didelphidae","yes","no","no","","Sparassocynus","","heterotopicus","","","","","Bolivia","La Paz","Neogene","","",6.8,4,"Umala"
"3984",142380,"PaleoDB","C. Jaramillo","Argyrolagidae","no","no","","","Microtragulus","","bolivianus","","","","","Bolivia","La Paz","Neogene","","",6.8,4,"Umala"
"3985",142380,"PaleoDB","C. Jaramillo","Macraucheniidae","","no","","","Macrauchenia","","minor","","","","","Bolivia","La Paz","Neogene","","",6.8,4,"Umala"
"3986",142380,"PaleoDB","C. Jaramillo","Toxodontidae","no","no","","","Posnanskytherium","cf.","viscachanense","","","","","Bolivia","La Paz","Neogene","","",6.8,4,"Umala"
"3987",142380,"PaleoDB","C. Jaramillo","Octodontidae","yes","no","","","Praectenomys","","NA","","","","","Bolivia","La Paz","Neogene","","",6.8,4,"Umala"
"3988",142380,"PaleoDB","C. Jaramillo","Octodontidae","yes","no","","","Praectenomys","","NA","","","","","Bolivia","La Paz","Neogene","","",6.8,4,"Umala"
"3989",142380,"PaleoDB","C. Jaramillo","Hydrochoeridae","yes","no","","","Phugatherium","","NA","","Chapalmatherium","","sp.","Bolivia","La Paz","Neogene","","",6.8,4,"Umala"
"3990",142380,"PaleoDB","C. Jaramillo","Pampatheriidae","no","no","","","Pampatherium","","NA","","","","","Bolivia","La Paz","Neogene","","",6.8,4,"Umala"
"3991",142380,"PaleoDB","C. Jaramillo","Dasypodidae","yes","no","","","Macroeuphractus","cf.","moreni","","","","","Bolivia","La Paz","Neogene","","",6.8,4,"Umala"
"3992",142381,"PaleoDB","C. Jaramillo","Megatheriidae","yes","no","no","","Megatherium","","altiplanicum","","","","","Bolivia","La Paz","Neogene","Pliocene","Zanclean",5.332,3.6,""
"3993",142382,"PaleoDB","C. Jaramillo","Megatheriidae","yes","no","no","","Megatherium","","altiplanicum","","","","","Bolivia","Oruro","Neogene","Pliocene","Zanclean",5.332,3.6,""
"3994",142417,"PaleoDB","C. Jaramillo","Ctenomyidae","yes","yes","no","","Ctenomys","","cotocaensis","","","","","Bolivia","Santa Cruz","Quaternary","Pleistocene","",0.781,0.126,""
"3995",142421,"PaleoDB","C. Jaramillo","Interatheriidae","no","","no","","Brucemacfaddenia","","boliviensis","","","","","Bolivia","Oruro","","","",29,21,""
"3996",142428,"PaleoDB","C. Jaramillo","Erethizontidae","yes","no","no","","Microsteiromys","","jacobsi","","","","","Colombia","Huila","Neogene","Miocene","",13.8,11.8,"Villavieja"
"3997",142428,"PaleoDB","C. Jaramillo","Dasyproctidae","yes","no","no","","Microscleromys","","paradoxalis","","","","","Colombia","Huila","Neogene","Miocene","",13.8,11.8,"Villavieja"
"3998",142428,"PaleoDB","C. Jaramillo","Caviidae","yes","no","no","","Prodolichotis","","pridiana","","","","","Colombia","Huila","Neogene","Miocene","",13.8,11.8,"Villavieja"
"3999",142428,"PaleoDB","C. Jaramillo","Caviidae","yes","no","no","","Prodolichotis","","guerreroi","","","","","Colombia","Huila","Neogene","Miocene","",13.8,11.8,"Villavieja"
