order;family;genus;accepted_name;status;gen_lvl_status;cc;state;locality;formation;period;epoch;Sub_epoch;stage;min_ma;max_ma;collection_no;authorizer;primary_reference
Cingulata;Pampatheriidae;Vassallia;Vassallia_minuta;extinct;extinct;BO;Santa Cruz;RÌo Yapacani;Petaca (sup);Neogene;Miocene;Late Miocene;Chasicoan;5.333;11.63;68789;D. Croft;L. G. Marshall and T. Sempere. 1991. The Eocene to Pleistocene vertebrates of Bolivia and their stratigraphic context: a review.  In R. Su·rez-Soruco (ed.), FÛsiles y Facies de Bolivia - Vol. 1 Vertebrados (Revista TÈnica de YPFB) 12(3-4):631-652
Cingulata;Peltephilidae;Anantiosodon;Anantiosodon_rarus;extinct;extinct;AR;Santa Cruz;CaÒadÛn de Las Vacas;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176570;J. Zijlstra;S. F. VizcaÌno, J. C. Fernicola, and M. S. Bargo. 2012. Paleobiology of Santacrucian glyptodonts and armadillos (Xenarthra, Cingulata).  In S. F. VizcaÌ≠no, R. F. Kay, M. S. Bargo (eds.), Early Miocene Paleobiology in Patagonia: High-Latitude Paleocommunities of the Santa Cruz Formation. Cambridge University Press.
Cingulata;Peltephilidae;Epipeltephilus;Epipeltephilus_caraguensis;extinct;extinct;CL;Parinacota;;;Neogene;Miocene;Tortonian (Huayquerian);Tortonian (Huayquerian);5.333;9;197295;P. Mannion;G. Montoya-Sanhueza, K. Moreno, and R. Bobe, M. T. Carrano, M. GarcÌa, A. Corgne. 2017. Peltephilidae and Mesotheriidae (Mammalia) from late Miocene strata of Northern Chilean Andes, Caragua. Journal of South American Earth Sciences 75:51-65
Cingulata;Peltephilidae;Epipeltephilus;Epipeltephilus_kanti;extinct;extinct;AR;Buenos Aires;Arroyo ChasicÛ;Arroyo ChasicÛ;Neogene;Miocene;Late Miocene;Chasicoan;5.333;11.63;79180;P. Mannion;L. R. Gonzalez-Ruiz, G. J. Scillato-YanÈ, and C. M. Krmpotic, A. A. Carlini. 2012. A new species of Peltephilidae (Mammalia: Xenarthra: Cingulata) from the late Miocene (Chasicoan SALMA) of Argentina. Zootaxa 3359:55-64
Cingulata;Peltephilidae;Peltephilus;Peltephilus;extinct;extinct;AR;Chubut;;;Paleogene;Oligocene;Late Oligocene;Deseadan;23.03;27.82;49783;J. Alroy;R.G. Chaffee. 1952. The Deseadan vertebrate fauna of the Scarritt Pocket, Patagonia. Bulletin of the American Museum of Natural History 98:505-562
Cingulata;Peltephilidae;Peltephilus;Peltephilus;extinct;extinct;AR;Chubut;;;Neogene;Miocene;Langhian-Serravallian (Laventan-Colloncuran);Langhian-Serravallian (Laventan-Colloncuran);11.5;15.5;215594;E. Vlachos;J. Bucher, M. E. PÈrez, and L. R. Gonz·lez Ruiz, L. D.'Elia, A. Bilmes. 2020. New middle Miocene (Langhian - Serravallian) vertebrate localities in northwestern Patagonia, Argentina: A contribution to high latitude south american land mammal ages sequence. Journal of South American Earth Sciences
Cingulata;Peltephilidae;Peltephilus;Peltephilus;extinct;extinct;AR;San Juan;Las Hornillas area;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;197899;P. Mannion;G. M. LÛpez, M. G. Vucetich, and A. A. Carlini, M. Bond, M. E. PÈrez, M. R. Ciancio, D. J. PÈrez, M. Arnal, A. I. Olivares. 2011. New Miocene mammal assemblages from Neogene Manantiales basin, Cordillera Frontal, San Juan, Argentina.  In J. A. Salfity, R. A. Marquillas (eds.), Cenozoic Geology of the Central Andes of Argentina. Salta: SCS Publisher.
Cingulata;Peltephilidae;Peltephilus;Peltephilus;extinct;extinct;AR;Santa Cruz;Cerro Boleadoras;Boleadoras;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;197691;E. Vlachos;S. F. Vizcaino, M. S. Bargo, and M. PÈrez, I. AramendÌa, J. CuitiÒo, E. Monsalvo, E. Vlachos, J. Noriega, R. Kay. 2022. Fossil vertebrates of the early-middle Miocene Cerro Boleadoras Formation, northwestern Santa Cruz Province, Patagonia, Argentina. Andean Geology 49(3):382-422
Cingulata;Peltephilidae;Peltephilus;Peltephilus;extinct;extinct;AR;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176571;P. Mannion;M. S. Raigemborn, S. D. Matheos, and V. Krapovickas, S. F. Vizcaino, M. S. Bargo, R. F. Kay, J. C. Fernicola, L. Zapata. 2015. Paleoenvironmental reconstruction of the coastal Monte Leon and Santa Cruz formations (Early Miocene) at Rincon del Buque, Southern Patagonia: A revisited locality. Journal of South American Earth Sciences 60:31-55
Cingulata;Peltephilidae;Peltephilus;Peltephilus;extinct;extinct;AR;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176622;P. Mannion;J. C. Fernicola and S. F. Vizcaino. 2019. Cingulates (Mammalia, Xenarthra) of the Santa Cruz Formation (Early-Middle Miocene) From the RÌo Santa Cruz, Argentine Patagonia.  In J. C. Fernicola, M. S. Bargo, S. F. VizcaÌno, R. F. Kay (eds.), EarlyñMiddle Miocene Paleontology in the RÌo Santa Cruz, Southern Patagonia, Argentina. 130 years since Ameghino, 1887. PublicaciÛn ElectrÛnica de la AsociaciÛn PaleontolÛgica Argentina. 19(2):85-101
Cingulata;Peltephilidae;Peltephilus;Peltephilus;extinct;extinct;BO;La Paz;Salla;;Paleogene;Oligocene;Late Oligocene;Deseadan;23.03;27.82;133615;C. Jaramillo;B. J. MacFadden, K. E. Campbell, and R. C. Cifelli, O. Siles, N. M. Johnson, C. W. Naeser, P. K. Zeitler. 1985. Magnetic polarity stratigraphy and Mammalian fauna of the Deseadan (late Oligocene-early Miocene) Salla Beds of Northern Bolivia. Journal of Geology 93(3):223-250
Cingulata;Peltephilidae;Peltephilus;Peltephilus;extinct;extinct;BO;La Paz;Salla;;Paleogene;Oligocene;Late Oligocene;Deseadan;23.03;27.82;95688;J. Zijlstra;F. Pujos and G. De Iuliis. 2007. Late Oligocene Megatherioidea fauna (Mammalia: Xenarthra) from Salla-Luribay (Bolivia): new data on basal sloth radiation and Cingulata-Tardigrada split. Journal of Vertebrate Paleontology 27(1):132-144
Cingulata;Peltephilidae;Peltephilus;Peltephilus;extinct;extinct;CL;Tarija;Chucal;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;103804;M. Uhen;D. A. Croft, J. J. Flynn, and A. R. Wyss. 2007. A New Basal Glyptodontid and other Xenarthra of the Early Miocene Chucal Fauna, Northern Chile. Journal of Vertebrate Paleontology 27(4):781-797
Cingulata;Peltephilidae;Peltephilus;Peltephilus_ferox;extinct;extinct;AR;Santa Cruz;CaÒadÛn de Las Vacas;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176594;J. Zijlstra;S. F. VizcaÌno, J. C. Fernicola, and M. S. Bargo. 2012. Paleobiology of Santacrucian glyptodonts and armadillos (Xenarthra, Cingulata).  In S. F. VizcaÌ≠no, R. F. Kay, M. S. Bargo (eds.), Early Miocene Paleobiology in Patagonia: High-Latitude Paleocommunities of the Santa Cruz Formation. Cambridge University Press.
Cingulata;Peltephilidae;Peltephilus;Peltephilus_ferox;extinct;extinct;AR;Santa Cruz;ShehuÈn;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176570;J. Zijlstra;S. F. VizcaÌno, J. C. Fernicola, and M. S. Bargo. 2012. Paleobiology of Santacrucian glyptodonts and armadillos (Xenarthra, Cingulata).  In S. F. VizcaÌ≠no, R. F. Kay, M. S. Bargo (eds.), Early Miocene Paleobiology in Patagonia: High-Latitude Paleocommunities of the Santa Cruz Formation. Cambridge University Press.
Cingulata;Peltephilidae;Peltephilus;Peltephilus_giganteus;extinct;extinct;AR;Santa Cruz;ShehuÈn;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176594;J. Zijlstra;S. F. VizcaÌno, J. C. Fernicola, and M. S. Bargo. 2012. Paleobiology of Santacrucian glyptodonts and armadillos (Xenarthra, Cingulata).  In S. F. VizcaÌ≠no, R. F. Kay, M. S. Bargo (eds.), Early Miocene Paleobiology in Patagonia: High-Latitude Paleocommunities of the Santa Cruz Formation. Cambridge University Press.
Cingulata;Peltephilidae;Peltephilus;Peltephilus_nanus;extinct;extinct;AR;NeuquÈn;CaÒadÛn del Tordillo;CollÛn Cur·;Neogene;Miocene;Middle Miocene;Colloncuran;11.63;15.97;141175;P. Mannion;L. R. Gonz·lez-Ruiz, F. Gois, and M. R. Ciancio, G. J. Scillato-Yane. 2013. Los Peltephilidae (Mammalia, Xenarthra) de la FormaciÛn CollÛn Cur· (Colloncurense, Mioceno mÈdio), Argentina. Revista Brasileira de Paleontologia 16(2):319-330
Cingulata;Peltephilidae;Peltephilus;Peltephilus_nanus;extinct;extinct;AR;Santa Cruz;La Cueva;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176565;J. Zijlstra;S. F. VizcaÌno, J. C. Fernicola, and M. S. Bargo. 2012. Paleobiology of Santacrucian glyptodonts and armadillos (Xenarthra, Cingulata).  In S. F. VizcaÌ≠no, R. F. Kay, M. S. Bargo (eds.), Early Miocene Paleobiology in Patagonia: High-Latitude Paleocommunities of the Santa Cruz Formation. Cambridge University Press.
Cingulata;Peltephilidae;Peltephilus;Peltephilus_pumilus;extinct;extinct;AR;Chubut;Gran Barranca;Sarmiento (Colhue Huapi upper mb);Neogene;Miocene;Burdigalian (Santacrucian-Colhuehuapian?);Burdigalian (Santacrucian-Colhuehuapian?);16.3;21;176205;J. Zijlstra;A. G. Kramarz, M. G. Vucetich, and A. A. Carlini, M. R. Ciancio, M. A. Abello, C. M. Deschamps, J. N. Gelfo. 2010. A new mammal fauna at the top of the Gran Barranca sequence and its biochronological significance.  In R. H. Madden, A. A. Carlini, M. G. Vucetich, R. F. Kay (eds.), The Paleontology of Gran Barranca: Evolution and Environmental Change through the Middle Cenozoic of Patagonia. Cambridge University Press.
Cingulata;Peltephilidae;Peltephilus;Peltephilus_pumilus;extinct;extinct;AR;NeuquÈn;CaÒadÛn del Tordillo;CollÛn Cur·;Neogene;Miocene;Middle Miocene;Colloncuran;11.63;15.97;141175;P. Mannion;L. R. Gonz·lez-Ruiz, F. Gois, and M. R. Ciancio, G. J. Scillato-Yane. 2013. Los Peltephilidae (Mammalia, Xenarthra) de la FormaciÛn CollÛn Cur· (Colloncurense, Mioceno mÈdio), Argentina. Revista Brasileira de Paleontologia 16(2):319-330
Cingulata;Peltephilidae;Peltephilus;Peltephilus_pumilus;extinct;extinct;AR;Santa Cruz;Anfiteatro;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176602;J. Zijlstra;S. F. VizcaÌno, J. C. Fernicola, and M. S. Bargo. 2012. Paleobiology of Santacrucian glyptodonts and armadillos (Xenarthra, Cingulata).  In S. F. VizcaÌ≠no, R. F. Kay, M. S. Bargo (eds.), Early Miocene Paleobiology in Patagonia: High-Latitude Paleocommunities of the Santa Cruz Formation. Cambridge University Press.
Cingulata;Peltephilidae;Peltephilus;Peltephilus_pumilus;extinct;extinct;AR;Santa Cruz;Barrancas Blancas;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176622;P. Mannion;J. C. Fernicola and S. F. Vizcaino. 2019. Cingulates (Mammalia, Xenarthra) of the Santa Cruz Formation (Early-Middle Miocene) From the RÌo Santa Cruz, Argentine Patagonia.  In J. C. Fernicola, M. S. Bargo, S. F. VizcaÌno, R. F. Kay (eds.), EarlyñMiddle Miocene Paleontology in the RÌo Santa Cruz, Southern Patagonia, Argentina. 130 years since Ameghino, 1887. PublicaciÛn ElectrÛnica de la AsociaciÛn PaleontolÛgica Argentina. 19(2):85-101
Cingulata;Peltephilidae;Peltephilus;Peltephilus_pumilus;extinct;extinct;AR;Santa Cruz;Coy Inlet;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176599;J. Zijlstra;S. F. VizcaÌno, J. C. Fernicola, and M. S. Bargo. 2012. Paleobiology of Santacrucian glyptodonts and armadillos (Xenarthra, Cingulata).  In S. F. VizcaÌ≠no, R. F. Kay, M. S. Bargo (eds.), Early Miocene Paleobiology in Patagonia: High-Latitude Paleocommunities of the Santa Cruz Formation. Cambridge University Press.
Cingulata;Peltephilidae;Peltephilus;Peltephilus_pumilus;extinct;extinct;AR;Santa Cruz;Estancia La Costa;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176578;J. Zijlstra;S. F. VizcaÌno, J. C. Fernicola, and M. S. Bargo. 2012. Paleobiology of Santacrucian glyptodonts and armadillos (Xenarthra, Cingulata).  In S. F. VizcaÌ≠no, R. F. Kay, M. S. Bargo (eds.), Early Miocene Paleobiology in Patagonia: High-Latitude Paleocommunities of the Santa Cruz Formation. Cambridge University Press.
Cingulata;Peltephilidae;Peltephilus;Peltephilus_pumilus;extinct;extinct;AR;Santa Cruz;Puesto Estancia La Costa;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176576;J. Zijlstra;S. F. VizcaÌno, J. C. Fernicola, and M. S. Bargo. 2012. Paleobiology of Santacrucian glyptodonts and armadillos (Xenarthra, Cingulata).  In S. F. VizcaÌ≠no, R. F. Kay, M. S. Bargo (eds.), Early Miocene Paleobiology in Patagonia: High-Latitude Paleocommunities of the Santa Cruz Formation. Cambridge University Press.
Cingulata;Peltephilidae;Peltephilus;Peltephilus_pumilus;extinct;extinct;AR;Santa Cruz;Segundas Barrancas Blancas;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176623;P. Mannion;J. C. Fernicola and S. F. Vizcaino. 2019. Cingulates (Mammalia, Xenarthra) of the Santa Cruz Formation (Early-Middle Miocene) From the RÌo Santa Cruz, Argentine Patagonia.  In J. C. Fernicola, M. S. Bargo, S. F. VizcaÌno, R. F. Kay (eds.), EarlyñMiddle Miocene Paleontology in the RÌo Santa Cruz, Southern Patagonia, Argentina. 130 years since Ameghino, 1887. PublicaciÛn ElectrÛnica de la AsociaciÛn PaleontolÛgica Argentina. 19(2):85-101
Cingulata;Peltephilidae;Peltephilus;Peltephilus_pumilus;extinct;extinct;AR;Santa Cruz;;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176581;J. Zijlstra;R. F. Kay, S. F. VizcaÌno, and M. S. Bargo. 2012. A review of the paleoenvironment and paleoecology of the Miocene Santa Cruz Formation.  In S. F. VizcaÌno, R. F. Kay, M. S. Bargo (eds.), Early Miocene Paleobiology in Patagonia: High-Latitude Paleocommunities of the Santa Cruz Formation. Cambridge University Press.
Cingulata;Peltephilidae;Peltephilus;Peltephilus_strepens;extinct;extinct;AR;Santa Cruz;Barrancas del RÌo Santa Cruz;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176585;J. Zijlstra;S. F. VizcaÌno, J. C. Fernicola, and M. S. Bargo. 2012. Paleobiology of Santacrucian glyptodonts and armadillos (Xenarthra, Cingulata).  In S. F. VizcaÌ≠no, R. F. Kay, M. S. Bargo (eds.), Early Miocene Paleobiology in Patagonia: High-Latitude Paleocommunities of the Santa Cruz Formation. Cambridge University Press.
Cingulata;Peltephilidae;Peltephilus;Peltephilus_strepens;extinct;extinct;AR;Santa Cruz;CaÒadÛn Silva;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176593;J. Zijlstra;S. F. VizcaÌno, J. C. Fernicola, and M. S. Bargo. 2012. Paleobiology of Santacrucian glyptodonts and armadillos (Xenarthra, Cingulata).  In S. F. VizcaÌ≠no, R. F. Kay, M. S. Bargo (eds.), Early Miocene Paleobiology in Patagonia: High-Latitude Paleocommunities of the Santa Cruz Formation. Cambridge University Press.
Cingulata;Peltephilidae;Peltephilus;Peltephilus_strepens;extinct;extinct;AR;Santa Cruz;Puesto Estancia La Costa;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;142533;C. Jaramillo;S. F. VizcaÌno, M. S. Bargo, and R. F. Kay, R. A. FariÒa, M. Di Giacomo, J. M. G. Perry, F. J. Prevosti, N. Toledo, G. H. Cassini, J. C. Fernicola. 2010. A baseline paleoecological study of the Santa Cruz Formation (late-early Miocene) at the Atlantic coast of Patagonia, Argentina. Palaeogeography, Palaeoclimatology, Palaeoecology 292(3-4):507-519
Cingulata;Peltephilidae;Peltephilus;Peltephilus_undulatus;extinct;extinct;AR;Chubut;Barrancas Blancas;Sarmiento;Paleogene;Oligocene;Tinguirirican - Deseadan;Tinguirirican - Deseadan;30;33.9;186572;P. Mannion;M. T. Dozo, M. Ciancio, and P. Bouza, G. MartÌnez. 2014. Nueva asociaciÛn de mamÌferos del PaleÛgeno en el este de la Patagonia (provincia de Chubut, Argentina): implicancias biocronolÛgicas y paleobiogeogr·ficas. Andean Geology 41(1):224-247
Cingulata;Peltephilidae;Peltephilus;Peltephilus_undulatus;extinct;extinct;AR;Chubut;Cabeza Blanca;Sarmiento;Paleogene;Oligocene;Late Oligocene;Deseadan;23.03;27.82;14211;J. Alroy;F. B. Loomis. 1914. The Deseado Formation of Patagonia. Concord, New Hampshire: Rumford Press.
Cingulata;Peltephilidae;Ronwolffia;Ronwolffia_pacifica;extinct;extinct;BO;La Paz;Salla;Salla;Paleogene;Oligocene;Late Oligocene;Deseadan;24.5;24.5;14209;P. Mannion;B. J. Shockey. 2017. New Early Diverging Cingulate (Xenarthra: Peltephilidae) from the Late Oligocene of Bolivia and Considerations Regarding the Origin of Crown Xenarthra. Bulletin of the Peabody Museum of Natural History 58(2):371-396
Cingulata;Propalaehoplophoridae;Metopotoxus;Metopotoxus_laevatus;extinct;extinct;AR;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;27313;J. Zijlstra;S. F. VizcaÌno, J. C. Fernicola, and M. S. Bargo. 2012. Paleobiology of Santacrucian glyptodonts and armadillos (Xenarthra, Cingulata).  In S. F. VizcaÌ≠no, R. F. Kay, M. S. Bargo (eds.), Early Miocene Paleobiology in Patagonia: High-Latitude Paleocommunities of the Santa Cruz Formation. Cambridge University Press.
Cingulata;Propalaehoplophoridae;Palaeohoplophorus;Palaehoplophorus_antiquus;extinct;extinct;AR;Entre Rios;;;Neogene;Miocene;Late Miocene;Huayquerian;5.333;11.63;55600;C. Jaramillo;A. L. Cione, M. M. Azpelicueta, and M. Bond, A. A. Carlini, J. R. Casciotta, M. A. Cozzuol, M. Fuente, Z. Gasparini, F. J. Goin, J. Noriega, G. J. Scillato-Yane, L. Soibelzon, E. P. Tonni, D. H. Verzi, M. G. Vucetich. 2000. Miocene vertebrates from Entre Rios province, eastern Argentina. Serie Correlacion Geologica 14:191-237
Cingulata;Propalaehoplophoridae;Palaeohoplophorus;Palaehoplophorus_meridionalis;extinct;extinct;AR;Chubut;La Gloria / La Hoyada;CollÛn Cur·;Neogene;Miocene;Middle Miocene;Colloncuran;11.63;15.97;201906;E. Vlachos;J. Bucher, M. E. PÈrez, and L. R. Gonz·lez Ruiz, L. D.'Elia, A. Bilmes. 2020. New middle Miocene (Langhian - Serravallian) vertebrate localities in northwestern Patagonia, Argentina: A contribution to high latitude south american land mammal ages sequence. Journal of South American Earth Sciences
Cingulata;Propalaehoplophoridae;Palaeohoplophorus;Palaehoplophorus_meridionalis;extinct;extinct;AR;Santa Cruz;;;Neogene;Miocene;Late Miocene;Mayoan;5.333;11.63;205807;P. Mannion;L. R. Gonz·lez-Ruiz, A. Reato, and M. Cano, O. Martinez. 2016. Old and new specimens of a poorly known glyptodont from the Miocene of Patagonia and their biochronological implications. Acta Palaeontologica Polonica 62(1):181-194
Cingulata;Propalaehoplophoridae;Palaeohoplophorus;Palaeohoplophorus;extinct;extinct;CL;;Alto Rio Cisnes;;Neogene;Miocene;Middle Miocene;Friasian;11.63;15.97;176666;J. Zijlstra;L. G. Marshall. 1990. Fossil Marsupialia from the type Friasian Land Mammal Age (Miocene), Alto Rio Cisnes, Aisen, Chile. Revista GeolÛgica de Chile 17(1):19-55
Cingulata;Propalaehoplophoridae;Propalaehoplophorus;Propalaehoplophorus;extinct;extinct;AR;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176622;J. Zijlstra;J. C. Fernicola, J. I. CuitiÒo, and S. F. VizcaÌno, M. S. Bargo, R. F. Kay. 2014. Fossil localities of the Santa Cruz Formation (Early Miocene, Patagonia, Argentina) prospected by Carlos Ameghino in 1887 revisited and the location of the Notohippidian. Journal of South American Earth Sciences 52:94-107
Cingulata;Propalaehoplophoridae;Propalaehoplophorus;Propalaehoplophorus;extinct;extinct;AR;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;142533;J. Zijlstra;S. F. VizcaÌno, J. C. Fernicola, and M. S. Bargo. 2012. Paleobiology of Santacrucian glyptodonts and armadillos (Xenarthra, Cingulata).  In S. F. VizcaÌ≠no, R. F. Kay, M. S. Bargo (eds.), Early Miocene Paleobiology in Patagonia: High-Latitude Paleocommunities of the Santa Cruz Formation. Cambridge University Press.
Cingulata;Propalaehoplophoridae;Propalaehoplophorus;Propalaehoplophorus;extinct;extinct;AR;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176578;P. Mannion;R. F. Kay, S.F. Vizcaino, and M. S. Bargo, J. M. G. Perry, F. J. Prevosti, J. C. Fernicola. 2008. Two new fossil vertebrate localities in the Santa Cruz Formation (late early ñ early middle Miocene, Argentina), ~ 51∞ South latitude. Journal of South American Earth Sciences 25:187-195
Cingulata;Propalaehoplophoridae;Propalaehoplophorus;Propalaehoplophorus;extinct;extinct;BO;Tarija;Quebrada Honda;;Neogene;Miocene;Middle Miocene;Laventan;11.63;15.97;38071;D. Croft;C. D. Frailey. 1988. The Miocene vertebrates of Quebrada Honda, Bolivia. Part II. Edentata. Occasional Papers of the Museum of Natural History, The University of Kansas 123:1-13
