order;family;genus;accepted_name;status;gen_lvl_status;cc;state;locality;formation;period;epoch;Sub_epoch;stage;min_ma;max_ma;collection_no;authorizer;primary_reference
Notoungulata;Notopithecidae;Antepithecus;Antepithecus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176189;J. Zijlstra;M. A. Reguero and F. J. Prevosti. 2010. Rodent-like notoungulates (Typotheria) from Gran Barranca, Chubut Province, Argentina: phylogeny and systematics.  In R. H. Madden, A. A. Carlini, M. G. Vucetich, R. F. Kay (eds.), The Paleontology of Gran Barranca: Evolution and Environmental Change through the Middle Cenozoic of Patagonia. Cambridge University Press.
Notoungulata;Notopithecidae;Antepithecus;Antepithecus_brachystephanus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;13779;J. Zijlstra;F. Ameghino. 1901. Notices prÈliminaires sur des ongulÈs nouveaux des terrains crÈtacÈs de Patagonie [Preliminary notes on new ungulates from the Cretaceous terrains of Patagonia]. Boletin de la Academia Nacional de Ciencias de CÛrdoba 16:349-429
Notoungulata;Notopithecidae;Antepithecus;Antepithecus_brachystephanus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;13779;J. Zijlstra;F. Ameghino. 1904. Nuevas especies de mamÌferos, cret·ceos y terciarios de la Rep˙blica Argentina [New species of mammals, Cretaceous and Tertiarty, from the Argentine Republic]. Anales de la Sociedad Cientifica Argentina 56ñ58:1-142
Notoungulata;Notopithecidae;Antepithecus;Antepithecus_brachystephanus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;13779;J. Zijlstra;F. Ameghino. 1901. Notices prÈliminaires sur des ongulÈs nouveaux des terrains crÈtacÈs de Patagonie [Preliminary notes on new ungulates from the Cretaceous terrains of Patagonia]. Boletin de la Academia Nacional de Ciencias de CÛrdoba 16:349-429
Notoungulata;Notopithecidae;Antepithecus;Antepithecus_brachystephanus;extinct;extinct;Argentina;Chubut;La Gran Hondonada;Sarmiento;Paleogene;Eocene;Late Eocene;Mustersan;33.9;37.71;38879;P. Mannion;B. Vera and E. CerdeÒo. 2014. Systematic revision of Antepithecus brachystephanus Ameghino, 1901, and dental eruption sequence in Eocene ëënotopithecinesíí (Notoungulata) from Patagonia. Geobios 47:165-181
Notoungulata;Notopithecidae;Antepithecus;Antepithecus_brachystephanus;extinct;extinct;Argentina;Chubut;Tapera de LÛpez;Sarmiento;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;49900;D. Croft;L. G. Marshall, R. L. Cifelli, and R. E. Drake, G. H. Curtis. 1986. Vertebrate paleontology, geology, and geochronology of the Tapera de LÛpez and Scarritt Pocket, Chubut Province, Argentina. Journal of Paleontology 60(4):920-951
Notoungulata;Notopithecidae;Antepithecus;Antepithecus_brachystephanus;extinct;extinct;Argentina;Chubut;Cerro Negro;;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;175743;J. Zijlstra;B. Vera, M. Fornasiero, and L. Del Favero. 2015. The Egidio Feruglio's collection in the Museum of Geology and Palaeontology of the University of Padova: its importance to the knowledge of Cenozoic mammals from South America. Museologia Scientifica 9:35-44
Notoungulata;Notopithecidae;Antepithecus;Antepithecus_brachystephanus;extinct;extinct;Argentina;Chubut;RÌo Chico Oeste;;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176164;P. Mannion;B. Vera and E. CerdeÒo. 2014. Systematic revision of Antepithecus brachystephanus Ameghino, 1901, and dental eruption sequence in Eocene ëënotopithecinesíí (Notoungulata) from Patagonia. Geobios 47:165-181
Notoungulata;Notopithecidae;Antepithecus;Antepithecus_brachystephanus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176167;P. Mannion;B. Vera and E. CerdeÒo. 2014. Systematic revision of Antepithecus brachystephanus Ameghino, 1901, and dental eruption sequence in Eocene ëënotopithecinesíí (Notoungulata) from Patagonia. Geobios 47:165-181
Notoungulata;Notopithecidae;Antepithecus;Antepithecus_brachystephanus;extinct;extinct;Argentina;Chubut;CaÒadon Lobo  (= CaÒadÛn TournouÎr);;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176169;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notopithecidae;Antepithecus;Antepithecus_brachystephanus;extinct;extinct;Argentina;Chubut;Gran Barranca;Sarmiento (Gran Barranca mb);Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176180;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notopithecidae;Antepithecus;Antepithecus_brachystephanus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176181;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notopithecidae;Antepithecus;Antepithecus_brachystephanus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176182;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notopithecidae;Antepithecus;Antepithecus_brachystephanus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176183;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notopithecidae;Antepithecus;Antepithecus_brachystephanus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176185;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notopithecidae;Antepithecus;Antepithecus_brachystephanus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Late Eocene;Mustersan;33.9;37.71;176194;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notopithecidae;Antepithecus;Antepithecus_brachystephanus;extinct;extinct;Argentina;Chubut;Notostylops beds;Sarmiento;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176285;J. Zijlstra;G. G. Simpson. 1967. The beginning of the age of mammals in South America. Part II. Bulletin of the American Museum of Natural History 137:1-260
Notoungulata;Notopithecidae;Antepithecus;Antepithecus_brachystephanus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176285;J. Zijlstra;G. G. Simpson. 1967. The beginning of the age of mammals in South America. Part II. Bulletin of the American Museum of Natural History 137:1-260
Notoungulata;Notopithecidae;Antepithecus;Antepithecus_brachystephanus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176285;J. Zijlstra;G. G. Simpson. 1967. The beginning of the age of mammals in South America. Part II. Bulletin of the American Museum of Natural History 137:1-260
Notoungulata;Notopithecidae;Antepithecus;Antepithecus_brachystephanus;extinct;extinct;Argentina;Santa Cruz;Punta Casamayor;;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176494;P. Mannion;B. Vera and E. CerdeÒo. 2014. Systematic revision of Antepithecus brachystephanus Ameghino, 1901, and dental eruption sequence in Eocene ëënotopithecinesíí (Notoungulata) from Patagonia. Geobios 47:165-181
Notoungulata;Notopithecidae;Antepithecus;Antepithecus_brachystephanus;extinct;extinct;Chile;;;;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;186784;P. Mannion;R. B. Hitz, J. J. Flynn, and A. R. Wyss. 2006. New Basal Interatheriidae (Typotheria, Notoungulata, Mammalia) from the Paleogene of Central Chile. American Museum Novitates 3520:1-32
Notoungulata;Notopithecidae;Antepithecus;Antepithecus_innexus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;13779;J. Zijlstra;F. Ameghino. 1904. Nuevas especies de mamÌferos, cret·ceos y terciarios de la Rep˙blica Argentina [New species of mammals, Cretaceous and Tertiarty, from the Argentine Republic]. Anales de la Sociedad Cientifica Argentina 56ñ58:1-142
Notoungulata;Notopithecidae;Guilielmoscottia;Guilielmoscottia;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Late Eocene;Mustersan;33.9;37.71;176194;J. Zijlstra;M. A. Reguero and F. J. Prevosti. 2010. Rodent-like notoungulates (Typotheria) from Gran Barranca, Chubut Province, Argentina: phylogeny and systematics.  In R. H. Madden, A. A. Carlini, M. G. Vucetich, R. F. Kay (eds.), The Paleontology of Gran Barranca: Evolution and Environmental Change through the Middle Cenozoic of Patagonia. Cambridge University Press.
Notoungulata;Notopithecidae;Guilielmoscottia;Guilielmoscottia;extinct;extinct;Argentina;Chubut;;;Paleogene;Oligocene;Early Oligocene;Tinguirirican;27.82;33.9;176200;J. Zijlstra;M. A. Reguero and F. J. Prevosti. 2010. Rodent-like notoungulates (Typotheria) from Gran Barranca, Chubut Province, Argentina: phylogeny and systematics.  In R. H. Madden, A. A. Carlini, M. G. Vucetich, R. F. Kay (eds.), The Paleontology of Gran Barranca: Evolution and Environmental Change through the Middle Cenozoic of Patagonia. Cambridge University Press.
Notoungulata;Notopithecidae;Guilielmoscottia;Guilielmoscottia_plicifera;extinct;extinct;Argentina;Chubut;Laguna del Mate;Sarmiento;Paleogene;Oligocene;Late Oligocene;Deseadan;23.03;27.82;38878;P. Mannion;B. Vera and E. CerdeÒo. 2014. Systematic revision of Antepithecus brachystephanus Ameghino, 1901, and dental eruption sequence in Eocene ëënotopithecinesíí (Notoungulata) from Patagonia. Geobios 47:165-181
Notoungulata;Notopithecidae;Guilielmoscottia;Guilielmoscottia_plicifera;extinct;extinct;Argentina;Chubut;La Gran Hondonada;Sarmiento;Paleogene;Eocene;Late Eocene;Mustersan;33.9;37.71;38879;J. Zijlstra;M. A. Reguero and F. J. Prevosti. 2010. Rodent-like notoungulates (Typotheria) from Gran Barranca, Chubut Province, Argentina: phylogeny and systematics.  In R. H. Madden, A. A. Carlini, M. G. Vucetich, R. F. Kay (eds.), The Paleontology of Gran Barranca: Evolution and Environmental Change through the Middle Cenozoic of Patagonia. Cambridge University Press.
Notoungulata;Notopithecidae;Guilielmoscottia;Guilielmoscottia_plicifera;extinct;extinct;Argentina;Chubut;Cerro del Humo;Musters;Paleogene;Eocene;Late Eocene;Mustersan;33.9;37.71;176286;J. Zijlstra;G. G. Simpson. 1967. The beginning of the age of mammals in South America. Part II. Bulletin of the American Museum of Natural History 137:1-260
Notoungulata;Notopithecidae;Guilielmoscottia;Guilielmoscottia_plicifera;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Late Eocene;Mustersan;33.9;37.71;176290;J. Zijlstra;G. G. Simpson. 1967. The beginning of the age of mammals in South America. Part II. Bulletin of the American Museum of Natural History 137:1-260
Notoungulata;Notopithecidae;Guilielmoscottia;Guilielmoscottia_plicifera;extinct;extinct;Argentina;Chubut;Sierra Talquino;Sarmiento;Paleogene;Eocene;Late Eocene;Mustersan;33.9;37.71;176371;J. Zijlstra;M. A. Reguero and F. J. Prevosti. 2010. Rodent-like notoungulates (Typotheria) from Gran Barranca, Chubut Province, Argentina: phylogeny and systematics.  In R. H. Madden, A. A. Carlini, M. G. Vucetich, R. F. Kay (eds.), The Paleontology of Gran Barranca: Evolution and Environmental Change through the Middle Cenozoic of Patagonia. Cambridge University Press.
Notoungulata;Notopithecidae;Notopithecus;Notopithecus;extinct;extinct;Argentina;Chubut;Escalante;;Paleogene;Eocene;Lutetian;Lutetian;41.3;47.8;44956;J. Zijlstra;M. A. Reguero and F. J. Prevosti. 2010. Rodent-like notoungulates (Typotheria) from Gran Barranca, Chubut Province, Argentina: phylogeny and systematics.  In R. H. Madden, A. A. Carlini, M. G. Vucetich, R. F. Kay (eds.), The Paleontology of Gran Barranca: Evolution and Environmental Change through the Middle Cenozoic of Patagonia. Cambridge University Press.
Notoungulata;Notopithecidae;Notopithecus;Notopithecus;extinct;extinct;Argentina;Chubut;Paso de Indios;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;49900;D. Croft;L. G. Marshall, R. L. Cifelli, and R. E. Drake, G. H. Curtis. 1986. Vertebrate paleontology, geology, and geochronology of the Tapera de LÛpez and Scarritt Pocket, Chubut Province, Argentina. Journal of Paleontology 60(4):920-951
Notoungulata;Notopithecidae;Notopithecus;Notopithecus;extinct;extinct;Argentina;Chubut;Paso de Los Indios;;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;141758;J. Zijlstra;M. A. Reguero and F. J. Prevosti. 2010. Rodent-like notoungulates (Typotheria) from Gran Barranca, Chubut Province, Argentina: phylogeny and systematics.  In R. H. Madden, A. A. Carlini, M. G. Vucetich, R. F. Kay (eds.), The Paleontology of Gran Barranca: Evolution and Environmental Change through the Middle Cenozoic of Patagonia. Cambridge University Press.
Notoungulata;Notopithecidae;Notopithecus;Notopithecus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;175738;J. Zijlstra;M. A. Reguero and F. J. Prevosti. 2010. Rodent-like notoungulates (Typotheria) from Gran Barranca, Chubut Province, Argentina: phylogeny and systematics.  In R. H. Madden, A. A. Carlini, M. G. Vucetich, R. F. Kay (eds.), The Paleontology of Gran Barranca: Evolution and Environmental Change through the Middle Cenozoic of Patagonia. Cambridge University Press.
Notoungulata;Notopithecidae;Notopithecus;Notopithecus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;175739;J. Zijlstra;M. A. Reguero and F. J. Prevosti. 2010. Rodent-like notoungulates (Typotheria) from Gran Barranca, Chubut Province, Argentina: phylogeny and systematics.  In R. H. Madden, A. A. Carlini, M. G. Vucetich, R. F. Kay (eds.), The Paleontology of Gran Barranca: Evolution and Environmental Change through the Middle Cenozoic of Patagonia. Cambridge University Press.
Notoungulata;Notopithecidae;Notopithecus;Notopithecus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;175744;J. Zijlstra;M. A. Reguero and F. J. Prevosti. 2010. Rodent-like notoungulates (Typotheria) from Gran Barranca, Chubut Province, Argentina: phylogeny and systematics.  In R. H. Madden, A. A. Carlini, M. G. Vucetich, R. F. Kay (eds.), The Paleontology of Gran Barranca: Evolution and Environmental Change through the Middle Cenozoic of Patagonia. Cambridge University Press.
Notoungulata;Notopithecidae;Notopithecus;Notopithecus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Lutetian-Bartonian;Lutetian-Bartonian;38;47.8;176164;J. Zijlstra;G. G. Simpson. 1967. The beginning of the age of mammals in South America. Part II. Bulletin of the American Museum of Natural History 137:1-260
Notoungulata;Notopithecidae;Notopithecus;Notopithecus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176169;J. Zijlstra;M. A. Reguero and F. J. Prevosti. 2010. Rodent-like notoungulates (Typotheria) from Gran Barranca, Chubut Province, Argentina: phylogeny and systematics.  In R. H. Madden, A. A. Carlini, M. G. Vucetich, R. F. Kay (eds.), The Paleontology of Gran Barranca: Evolution and Environmental Change through the Middle Cenozoic of Patagonia. Cambridge University Press.
Notoungulata;Notopithecidae;Notopithecus;Notopithecus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176176;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notopithecidae;Notopithecus;Notopithecus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176180;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notopithecidae;Notopithecus;Notopithecus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176189;J. Zijlstra;M. A. Reguero and F. J. Prevosti. 2010. Rodent-like notoungulates (Typotheria) from Gran Barranca, Chubut Province, Argentina: phylogeny and systematics.  In R. H. Madden, A. A. Carlini, M. G. Vucetich, R. F. Kay (eds.), The Paleontology of Gran Barranca: Evolution and Environmental Change through the Middle Cenozoic of Patagonia. Cambridge University Press.
Notoungulata;Notopithecidae;Notopithecus;Notopithecus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Late Eocene;Mustersan;33.9;37.71;176194;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notopithecidae;Notopithecus;Notopithecus;extinct;extinct;Argentina;Chubut;Paso de Indios;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176492;J. Zijlstra;M. A. Reguero and F. J. Prevosti. 2010. Rodent-like notoungulates (Typotheria) from Gran Barranca, Chubut Province, Argentina: phylogeny and systematics.  In R. H. Madden, A. A. Carlini, M. G. Vucetich, R. F. Kay (eds.), The Paleontology of Gran Barranca: Evolution and Environmental Change through the Middle Cenozoic of Patagonia. Cambridge University Press.
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;Notostylops beds;Sarmiento;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;13779;J. Zijlstra;G. G. Simpson. 1967. The beginning of the age of mammals in South America. Part II. Bulletin of the American Museum of Natural History 137:1-260
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;13779;J. Zijlstra;F. Ameghino. 1897. MammifÈres crÈtacÈs de líArgentine (DeuxiËme contribution ‡ la connaissance de la fauna mammalogique de couches ‡ Pyrotherium) [Cretaceous mammals of Argentina (second contribution to the knowledge of the mammalian fauna of the Pyrotherium Beds)]. Boletin Instituto Geografico Argentino 18(4ñ9):406-521
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;13779;J. Zijlstra;F. Ameghino. 1902. Notices prÈliminaires sur des mammifËres nouveaux des terrains CrÈtacÈ de Patagonie {preliminary notes on new mammals from the Cretaceous terrains of Patagonia]. Boletin de la Academia Nacional de Ciencias de CÛrdoba 17:5-70
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;Pico Salamanca;Sarmiento;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;49900;D. Croft;L. G. Marshall, R. L. Cifelli, and R. E. Drake, G. H. Curtis. 1986. Vertebrate paleontology, geology, and geochronology of the Tapera de LÛpez and Scarritt Pocket, Chubut Province, Argentina. Journal of Paleontology 60(4):920-951
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;Tapera de LÛpez;Sarmiento;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;49902;D. Croft;L. G. Marshall, R. L. Cifelli, and R. E. Drake, G. H. Curtis. 1986. Vertebrate paleontology, geology, and geochronology of the Tapera de LÛpez and Scarritt Pocket, Chubut Province, Argentina. Journal of Paleontology 60(4):920-951
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;CaÒadon Lobo  (= CaÒadÛn TournouÎr);;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176163;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176163;J. Zijlstra;G. G. Simpson. 1967. The beginning of the age of mammals in South America. Part II. Bulletin of the American Museum of Natural History 137:1-260
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176163;J. Zijlstra;G. G. Simpson. 1967. The beginning of the age of mammals in South America. Part II. Bulletin of the American Museum of Natural History 137:1-260
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;Gran Barranca;Sarmiento (Gran Barranca mb);Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176164;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;RÌo Chico Oeste;;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176168;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176168;J. Zijlstra;G. G. Simpson. 1967. The beginning of the age of mammals in South America. Part II. Bulletin of the American Museum of Natural History 137:1-260
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;Escalante;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176175;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176178;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176181;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176182;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176185;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176186;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176190;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176192;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176285;J. Zijlstra;G. G. Simpson. 1967. The beginning of the age of mammals in South America. Part II. Bulletin of the American Museum of Natural History 137:1-260
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176285;J. Zijlstra;G. G. Simpson. 1967. The beginning of the age of mammals in South America. Part II. Bulletin of the American Museum of Natural History 137:1-260
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;CaÒadÛn Vaca;Sarmiento (CaÒadÛn Vaca mb);Paleogene;Eocene;Middle Eocene;Vacan;37.71;47.8;176304;J. Zijlstra;B. Vera, M. Fornasiero, and L. Del Favero. 2015. The Egidio Feruglio's collection in the Museum of Geology and Palaeontology of the University of Padova: its importance to the knowledge of Cenozoic mammals from South America. Museologia Scientifica 9:35-44
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Chubut;Valle Hermoso;Sarmiento (Mb Casamayor);Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176491;P. Mannion;B. Vera. 2012. Postcranial morphology of Notopithecus Ameghino, 1897 (Notoungulata, Interatheriidae) from the middle Eocene of Patagonia, Argentina. Journal of Vertebrate Paleontology 32(5):1135-1148
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Santa Cruz;;;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;50066;J. Alroy;A. TournouÎr. 1903. Note sur la gÈologie et la palÈontologie de la Patagonie. Bulletin de la SociÈtÈ GÈologique de France 3:464-473
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_adapinus;extinct;extinct;Argentina;Santa Cruz;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176494;J. Zijlstra;G. G. Simpson. 1967. The beginning of the age of mammals in South America. Part II. Bulletin of the American Museum of Natural History 137:1-260
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_amplidens;extinct;extinct;Argentina;Chubut;Cerro del Humo;Musters;Paleogene;Eocene;Late Eocene;Mustersan;33.9;37.71;176286;J. Zijlstra;G. G. Simpson. 1967. The beginning of the age of mammals in South America. Part II. Bulletin of the American Museum of Natural History 137:1-260
Notoungulata;Notopithecidae;Notopithecus;Notopithecus_amplidens;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Late Eocene;Mustersan;33.9;37.71;176290;J. Zijlstra;G. G. Simpson. 1967. The beginning of the age of mammals in South America. Part II. Bulletin of the American Museum of Natural History 137:1-260
Notoungulata;Notopithecidae;Transpithecus;Transpithecus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176189;J. Zijlstra;M. A. Reguero and F. J. Prevosti. 2010. Rodent-like notoungulates (Typotheria) from Gran Barranca, Chubut Province, Argentina: phylogeny and systematics.  In R. H. Madden, A. A. Carlini, M. G. Vucetich, R. F. Kay (eds.), The Paleontology of Gran Barranca: Evolution and Environmental Change through the Middle Cenozoic of Patagonia. Cambridge University Press.
