Sample label	Depth sed [m]	Depth comp r [rmcd]	Tuned time [Ma]	Foram benth δ13C [‰ PDB]	Foram benth δ18O [‰ PDB]	Foram benth	Reference	Method comm	Comment
208-1263B-6H-5,95-97	115.230	115.230	37.324286	1.2380	1.0240	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-5,99-101	115.270	115.270	37.329091	1.2010	1.0140	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-5,103-105	115.310	115.310	37.333896	1.2370	0.9110	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-5,107-109	115.350	115.350	37.338701	1.3290	0.9140	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-5,111-113	115.390	115.390	37.343506	1.1960	0.8180	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-5,115-117	115.430	115.430	37.348312	1.2500	0.7820	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-5,119-121	115.470	115.470	37.353117	1.3050	1.0660	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-5,123-125	115.510	115.510	37.357922	1.1910	0.9560	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-5,127-129	115.550	115.550	37.362727	1.3060	1.0250	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-5,131-133	115.590	115.590	37.367532	1.1890	0.8650	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-5,135-137	115.630	115.630	37.372338	1.1890	0.9310	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-5,139-141	115.670	115.670	37.377143	1.1580	0.9750	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-5,143-145	115.710	115.710	37.381948	1.1980	0.9100	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-5,147-149	115.750	115.750	37.386753	1.2040	1.0220	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,1-3	115.790	115.790	37.391558	1.2510	1.1080	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,5-7	115.830	115.830	37.396364	1.1330	0.9840	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,9-11	115.870	115.870	37.401169	1.1430	0.9580	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,13-15	115.910	115.910	37.405974	1.2350	1.0030	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,17-19	115.950	115.950	37.410779	1.0080	0.7120	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,21-23	115.990	115.990	37.415584	1.0530	0.8330	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,25-27	116.030	116.030	37.420390	0.9190	0.8920	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,29-31	116.070	116.070	37.425195	1.0500	0.9510	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,33-35	116.110	116.110	37.430000	1.0260	0.8940	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,37-39	116.150	116.150	37.436426	1.0820	1.0210	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,41-43	116.190	116.190	37.442853	1.0970	0.8290	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,45-47	116.230	116.230	37.449279	1.2080	0.8700	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,49-51	116.270	116.270	37.455706	1.2480	0.8930	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,53-55	116.310	116.310	37.462132	1.1230	0.8860	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,57-59	116.350	116.350	37.468559	1.1650	1.0330	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,61-63	116.390	116.390	37.474985	1.1980	0.9640	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,65-67	101.660	116.430	37.481412	1.6467	1.3716	CPRAE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,65-67	101.660	116.430	37.481412	0.7409	1.4349	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,65-67	116.430	116.430	37.481412	1.1890	0.9190	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,69-71	116.470	116.470	37.487838	1.2790	0.9200	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,69-71	101.700	116.470	37.487838	1.4530	1.2127	CPRAE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,73-75	116.510	116.510	37.494265	1.1160	1.0610	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,77-79	116.550	116.550	37.500691	1.0450	0.8350	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,81-83	116.590	116.590	37.507118	1.1080	1.0330	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,89-91	116.670	116.670	37.519971	1.1470	0.8030	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,93-95	116.710	116.710	37.526397	1.1320	0.9270	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,97-99	116.750	116.750	37.532824	1.2570	0.8960	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,101-103	116.790	116.790	37.539250	1.2360	0.8840	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,105-107	116.830	116.830	37.545676	1.1820	0.9520	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,109-111	116.870	116.870	37.552103	1.2590	1.0300	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,113-115	116.910	116.910	37.558529	1.3270	1.0250	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,117-119	116.950	116.950	37.564956	1.3150	0.9760	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,121-123	116.990	116.990	37.571382	1.1190	1.0150	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-6,125-127	117.030	117.030	37.577809	1.2380	1.1190	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-2H-1,56-58	117.070	117.070	37.584235	1.1750	1.0150	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-2H-1,60-62	117.110	117.110	37.590662	1.0670	1.0670	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-2H-1,64-66	117.150	117.150	37.597088	1.1260	0.9150	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-2H-1,72-74	117.230	117.230	37.609941	1.1700	1.0720	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-2H-1,76-78	117.270	117.270	37.616368	1.1600	1.0740	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-2H-1,80-82	117.310	117.310	37.622794	1.1200	1.1800	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-2H-1,80-82	100.310	117.310	37.622794	0.6302	1.5468	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-2H-1,84-86	117.350	117.350	37.629221	0.9540	1.0320	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-2H-1,88-90	117.390	117.390	37.635647	0.9930	1.1560	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-2H-1,92-94	117.430	117.430	37.642074	0.7960	0.9340	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-2H-1,96-98	117.470	117.470	37.648500	0.7600	1.0450	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-2H-1,100-102	117.510	117.510	37.654926	0.7770	0.9450	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-2H-1,104-106	117.550	117.550	37.661353	0.8080	0.9250	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-2H-1,108-110	117.590	117.590	37.667779	0.6720	0.8550	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-2H-1,108-110	100.590	117.590	37.667779	0.8263	0.9965	CPRAE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-2H-1,108-110	100.590	117.590	37.667779	0.1670	1.3076	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-2H-1,112-114	100.630	117.630	37.674206	1.2019	1.2458	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-1,112-114	100.630	117.630	37.674206	0.1219	1.2801	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-1,112-114	117.630	117.630	37.674206	0.6317	0.8274	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-1,116-118	117.670	117.670	37.680632	0.8971	1.0674	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-1,120-122	117.710	117.710	37.687059	0.9491	1.1691	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-1,124-126	117.750	117.750	37.693485	0.9157	1.2486	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-1,128-130	117.790	117.790	37.699912	0.8133	1.0901	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-1,132-134	117.830	117.830	37.706338	0.7317	1.0064	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-1,136-138	117.870	117.870	37.712765	0.7148	1.0106	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-1,140-142	117.910	117.910	37.719191	0.7430	1.0775	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-1,144-146	117.950	117.950	37.725618	0.7830	1.1444	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-1,148-150	117.990	117.990	37.732044	0.7315	1.1141	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-1,148-150	100.990	117.990	37.732044	1.0813	1.1959	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-1,148-150	100.990	117.990	37.732044	0.2349	1.4613	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,2-4	101.030	118.030	37.738471	0.9961	1.1813	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,2-4	101.030	118.030	37.738471	-0.0388	1.3173	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,2-4	118.030	118.030	37.738471	0.6723	0.9897	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,6-8	118.070	118.070	37.744897	0.6933	1.0169	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,10-12	118.110	118.110	37.751324	0.7994	1.0855	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,14-16	118.150	118.150	37.757750	0.6837	1.0881	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,14-16	101.150	118.150	37.757750	0.8531	1.1571	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,14-16	101.150	118.150	37.757750	-0.1658	1.2946	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,18-20	118.190	118.190	37.764176	0.7100	1.1764	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,18-20	101.190	118.190	37.764176	1.0730	1.2117	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,18-20	101.190	118.190	37.764176	0.1799	1.5646	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,22-24	118.230	118.230	37.770603	0.7100	1.1979	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,26-28	118.270	118.270	37.777029	0.8246	1.1830	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,26-28	101.270	118.270	37.777029	-0.1211	1.4759	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,30-32	118.310	118.310	37.783456	0.7505	1.1160	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,34-36	118.350	118.350	37.789882	0.7964	1.1632	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,38-40	118.390	118.390	37.796309	0.7420	1.1397	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,42-44	118.430	118.430	37.802735	0.8406	1.3395	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,46-48	118.470	118.470	37.809162	0.7809	1.1071	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,50-52	118.510	118.510	37.815588	0.8299	1.0920	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,54-56	118.550	118.550	37.822015	0.8263	1.1984	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,58-60	118.590	118.590	37.828441	0.7717	1.0294	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,62-64	118.630	118.630	37.834868	0.7248	1.1554	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,66-68	118.670	118.670	37.841294	0.7698	1.1929	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,70-72	118.710	118.710	37.847721	0.7486	1.2989	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,74-76	118.750	118.750	37.854147	0.7999	1.3333	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,78-80	118.790	118.790	37.860574	0.7411	1.1583	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,82-84	118.830	118.830	37.867000	0.7768	1.1976	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,86-88	118.870	118.870	37.870491	0.8155	1.1646	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,86-88	101.870	118.870	37.870491	0.8572	1.3145	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,86-88	101.870	118.870	37.870491	0.0565	1.5617	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,90-92	118.910	118.910	37.873982	0.7938	1.3466	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,90-92	101.910	118.910	37.873982	1.0261	1.3746	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,90-92	101.910	118.910	37.873982	0.1148	1.7298	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,94-96	118.950	118.950	37.877474	0.8289	1.3285	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,98-100	118.990	118.990	37.880965	0.7371	1.1339	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,102-104	119.030	119.030	37.884456	0.7819	1.2600	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,106-108	119.070	119.070	37.887947	0.7281	1.2392	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,110-112	119.110	119.110	37.891439	0.7972	1.0638	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,114-116	119.150	119.150	37.894930	0.7922	1.1701	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,118-120	119.190	119.190	37.898421	0.6494	1.3507	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,122-124	119.230	119.230	37.901912	0.6971	1.2067	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,126-128	119.270	119.270	37.905404	0.7184	1.0416	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,130-132	119.310	119.310	37.908895	0.7480	1.2184	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,134-136	119.350	119.350	37.912386	0.7105	1.0771	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,138-140	119.390	119.390	37.915877	0.6688	1.0378	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,142-144	119.430	119.430	37.919368	0.6217	1.0449	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
